user_id,age,location,isbn,book_title,book_author,book_rating,liked
51449,26,"derby, england, united kingdom",0952586282,Ancient Rock Carvings from Great Britain and Ireland,Chris Mansell,7,FALSE
51449,26,"derby, england, united kingdom",0316910147,Not Till the Red Fog Rises,Derek Raymond,8,FALSE
51449,26,"derby, england, united kingdom",0451410556,The Blue Last: A Richard Jury Mystery (Richard Jury Mysteries (Paperback)),Martha Grimes,8,FALSE
51449,26,"derby, england, united kingdom",0140070354,Letters to Sherlock Holmes,Richard Lancelyn Green,9,TRUE
51449,26,"derby, england, united kingdom",0460878018,Rupert Brooke &amp; Wilfred Owen (Everyman's Poetry Series),Rupert Brooke,10,TRUE
51449,26,"derby, england, united kingdom",0805043888,The Debt to Pleasure: A Novel,John Lanchester,10,TRUE
53304,52,"south burlington, vermont, usa",0142004235,East of Eden (Oprah's Book Club),John Steinbeck,3,FALSE
53304,52,"south burlington, vermont, usa",0553801279,A Traitor to Memory,Elizabeth George,6,FALSE
53304,52,"south burlington, vermont, usa",0553107305,Chopping Spree,DIANE MOTT DAVIDSON,7,FALSE
53304,52,"south burlington, vermont, usa",0312265859,Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,8,TRUE
53304,52,"south burlington, vermont, usa",0385504209,The Da Vinci Code,Dan Brown,10,TRUE
53304,52,"south burlington, vermont, usa",0688156134,Stalker: A Novel (Peter Decker &amp; Rina Lazarus Novels (Hardcover)),Faye Kellerman,10,TRUE
54589,49,"chicago, illinois, usa",0441483356,Lilac Night,Michael T. Hinkemeyer,6,FALSE
54589,49,"chicago, illinois, usa",0671873202,Hidden Jewel (Landry),V.C. Andrews,7,FALSE
54589,49,"chicago, illinois, usa",0590972138,"Strange Invaders (Visitors, Bk 1)",Rodman Philbrick,7,FALSE
54589,49,"chicago, illinois, usa",0671701231,The Anastasia Syndrome,Mary Higgins Clark,8,TRUE
54589,49,"chicago, illinois, usa",0446523186,Belladonna: A Novel of Revenge,Karen Moline,8,TRUE
54589,49,"chicago, illinois, usa",0671553038,LIFE SUPPORT,Tess Gerritsen,10,TRUE
56246,37,"toronto, ontario, canada",0006392466,Working Class Zero,Rob Payne,5,FALSE
56246,37,"toronto, ontario, canada",0140430474,Sense and Sensibility (Penguin Classics),Jane Austen,5,FALSE
56246,37,"toronto, ontario, canada",0140182217,Women in Love (Twentieth Century Classics S.),D.H. Lawrence,5,FALSE
56246,37,"toronto, ontario, canada",0440241073,The Summons,John Grisham,7,TRUE
56246,37,"toronto, ontario, canada",1573229326,How to Be Good,Nick Hornby,7,TRUE
56246,37,"toronto, ontario, canada",039592720X,Interpreter of Maladies,Jhumpa Lahiri,10,TRUE
57302,32,"ames, iowa, usa",0743253973,A Separate Peace,John Knowles,7,FALSE
57302,32,"ames, iowa, usa",0553268880,The Prince of Tides,Pat Conroy,7,FALSE
57302,32,"ames, iowa, usa",0345370775,Jurassic Park,Michael Crichton,8,FALSE
57302,32,"ames, iowa, usa",0671894412,All the President's Men,Carl Bernstein,9,TRUE
57302,32,"ames, iowa, usa",140005446X,"Queer Eye for the Straight Guy : The Fab 5's Guide to Looking Better, Cooking Better, Dressing Better, Behaving Better, and Living Better",TED ALLEN,10,TRUE
57302,32,"ames, iowa, usa",0671452177,WLD ACCORDNG GARP,John Irving,10,TRUE
57935,19,"minneapolis, minnesota, usa",042513525X,Hideaway,Dean R. Koontz,7,FALSE
57935,19,"minneapolis, minnesota, usa",0060929782,Black Boy (Perennial Classics),Richard A. Wright,7,FALSE
57935,19,"minneapolis, minnesota, usa",1573225789,The Color of Water: A Black Man's Tribute to His White Mother,James McBride,8,FALSE
57935,19,"minneapolis, minnesota, usa",0440184622,Tai-Pan,JAMES CLAVELL,10,TRUE
57935,19,"minneapolis, minnesota, usa",0671244221,Man's Search for Meaning: An Introduction to Logotherapy,Viktor E. Frankl,10,TRUE
57935,19,"minneapolis, minnesota, usa",0440178002,Shogun,JAMES CLAVELL,10,TRUE
58834,56,"box hill north, victoria, australia",0062502182,The Alchemist: A Fable About Following Your Dream,Paulo Coelho,6,FALSE
58834,56,"box hill north, victoria, australia",0940322080,India: A Mosaic,Robert B. Silvers,8,FALSE
58834,56,"box hill north, victoria, australia",1861591845,Mirage,Bandula Chandraratna,8,FALSE
58834,56,"box hill north, victoria, australia",0330363239,Dirt music,Tim Winton,9,TRUE
58834,56,"box hill north, victoria, australia",0140072187,Chickenhawk,Robert Mason,9,TRUE
58834,56,"box hill north, victoria, australia",0670887412,Why weren't we told?: A personal search for the truth about our history,Henry Reynolds,10,TRUE
59812,48,"cortlandt manor, new york, usa",0451527666,Ethan Frome (Signet Classics (Paperback)),Edith Wharton,6,FALSE
59812,48,"cortlandt manor, new york, usa",0385335989,Drums of Autumn,DIANA GABALDON,7,FALSE
59812,48,"cortlandt manor, new york, usa",0061002747,Murder on the Orient Express,Agatha Christie,7,FALSE
59812,48,"cortlandt manor, new york, usa",0440215625,Dragonfly in Amber,DIANA GABALDON,8,TRUE
59812,48,"cortlandt manor, new york, usa",0374199698,Middlesex: A Novel,Jeffrey Eugenides,8,TRUE
59812,48,"cortlandt manor, new york, usa",1566195438,Three Musketeers,Alexandre Dumas,9,TRUE
66640,42,"bradenton, florida, usa",0425192954,Much Ado About Murder,Anne Perry,5,FALSE
66640,42,"bradenton, florida, usa",0345442822,Angry Housewives Eating Bon Bons (Ballantine Reader's Circle),LORNA LANDVIK,8,FALSE
66640,42,"bradenton, florida, usa",0345463927,Dead Wrong,MARIAH STEWART,8,FALSE
66640,42,"bradenton, florida, usa",0316693200,2nd Chance,James Patterson,9,TRUE
66640,42,"bradenton, florida, usa",1576735990,And the Angels Were Silent,Max Lucado,10,TRUE
66640,42,"bradenton, florida, usa",0316168815,The Lovely Bones,Alice Sebold,10,TRUE
69929,71,"seattle, washington, usa",009179319X,Neanderthal,John Darnton,8,FALSE
69929,71,"seattle, washington, usa",0061031038,Buried at Sea,Paul Garrison,8,FALSE
69929,71,"seattle, washington, usa",0425161722,Net Force,Tom Clancy,8,FALSE
69929,71,"seattle, washington, usa",0449203794,Space,James A. Michener,9,TRUE
69929,71,"seattle, washington, usa",0345378490,Congo,Michael Crichton,9,TRUE
69929,71,"seattle, washington, usa",0312980388,Warlock : A Novel of Ancient Egypt,Wilbur Smith,10,TRUE
72975,21,"minneapolis, minnesota, usa",031220325X,The Samurai's Wife,Laura Joh Rowland,7,FALSE
72975,21,"minneapolis, minnesota, usa",1573221775,My Dream of You,Nuala O'Faolain,8,FALSE
72975,21,"minneapolis, minnesota, usa",0142301493,Leave Well Enough Alone,Rosemary Wells,8,FALSE
72975,21,"minneapolis, minnesota, usa",0786868716,The Five People You Meet in Heaven,Mitch Albom,9,TRUE
72975,21,"minneapolis, minnesota, usa",0553279378,I Know Why the Caged Bird Sings,MAYA ANGELOU,9,TRUE
72975,21,"minneapolis, minnesota, usa",0804108412,Damage,Josephine Hart,9,TRUE
72992,44,"vanves, ile-de-france, france",2080800353,L'Art de la guerre par l'exemple : StratÃ?Â¨ges et batailles,FrÃ?Â©dÃ?Â©ric Encel,7,FALSE
72992,44,"vanves, ile-de-france, france",2070429725,Aventure sans pareille d'un certain Hans Pfaall,Edgar-Allan Poe,7,FALSE
72992,44,"vanves, ile-de-france, france",2213012040,Atlas stratÃ©gique: GÃ©opolitique des rapports de forces dans le monde,GÃ©rard Chaliand,8,FALSE
72992,44,"vanves, ile-de-france, france",2070367894,La Mort est mon mÃ?Â©tier,Robert Merle,9,TRUE
72992,44,"vanves, ile-de-france, france",2253001279,Journal De Anne Frank,Anne Frank,10,TRUE
72992,44,"vanves, ile-de-france, france",2070372162,Moby Dick 2VOL,Herman Melville,10,TRUE
75096,28,"astoria, new york, usa",0451409973,Julie and Romeo: A Novel,Jeanne Ray,7,FALSE
75096,28,"astoria, new york, usa",0375413189,The Spiral Staircase: My Climb Out of Darkness,Karen Armstrong,8,FALSE
75096,28,"astoria, new york, usa",0060013125,Night Watch,Terry Pratchett,8,FALSE
75096,28,"astoria, new york, usa",0441005969,Riddle-Master: The Complete Trilogy,Patricia A. McKillip,9,TRUE
75096,28,"astoria, new york, usa",0060504080,Small Wonder : Essays,Barbara Kingsolver,9,TRUE
75096,28,"astoria, new york, usa",0380012863,Jonathan Livingston Seagull,Richard Bach,10,TRUE
79687,24,"altlussheim, baden-wuerttemberg, germany",3404138031,Die Erben des Rings. Fantastische Geschichten. J.R.R. Tolkien zu Ehren.,Martin Harry Greenberg,7,FALSE
79687,24,"altlussheim, baden-wuerttemberg, germany",3608930620,"Das Buch der Verschollenen Geschichten, 2 Bde., Tl.2",John Ronald Reuel Tolkien,8,FALSE
79687,24,"altlussheim, baden-wuerttemberg, germany",3608935215,Die Sagen von Mittelerde (4 BÃ?Â¤nde im Schuber),John Ronald Reuel Tolkien,8,FALSE
79687,24,"altlussheim, baden-wuerttemberg, germany",3608935436,Die Wiederkehr Des Konigs III,J. R. R. Tolkien,10,TRUE
79687,24,"altlussheim, baden-wuerttemberg, germany",3453217284,Blade Runner.,Philip K. Dick,10,TRUE
79687,24,"altlussheim, baden-wuerttemberg, germany",3608935428,Die Zwei Turme II,J. R. R. Tolkien,10,TRUE
80135,29,"ipoh, perak, malaysia",0312302487,The Character of Rain: A Novel,Amelie Nothomb,7,FALSE
80135,29,"ipoh, perak, malaysia",0425152251,Sophie's World: A Novel About the History of Philosophy,Jostein Gaarder,8,FALSE
80135,29,"ipoh, perak, malaysia",0375725849,Perfume: The Story of a Murderer (Vintage International),Patrick Suskind,8,FALSE
80135,29,"ipoh, perak, malaysia",0811214591,Loving Sabotage,Amelie Nothomb,9,TRUE
80135,29,"ipoh, perak, malaysia",0394563158,The Pigeon,Patrick Suskind,10,TRUE
80135,29,"ipoh, perak, malaysia",0060931914,Demian: The Story of Emil Sinclair's Youth (Perennial Classics),Hermann Hesse,10,TRUE
80754,26,"duisburg, nordrhein-westfalen, germany",3499108518,Der Fanger Im Roggen,Jerome D. Salinger,5,FALSE
80754,26,"duisburg, nordrhein-westfalen, germany",345307565X,Die Akte. Roman.,John Grisham,7,FALSE
80754,26,"duisburg, nordrhein-westfalen, germany",3492235816,Das Achte Gebot,Anne Holt,8,FALSE
80754,26,"duisburg, nordrhein-westfalen, germany",3785712243,Rosenrot Mausetot. 4 Cassetten.,James Patterson,9,TRUE
80754,26,"duisburg, nordrhein-westfalen, germany",3800023466,Spiegelzeit. Eine phantastische Geschichte.,Wolfgang Hohlbein,10,TRUE
80754,26,"duisburg, nordrhein-westfalen, germany",3426619644,Das Lied der Sirenen. Sonderausgabe.,Val McDermid,10,TRUE
88976,43,"mason, ohio, usa",0671739441,MINE : MINE,Robert McCammon,7,FALSE
88976,43,"mason, ohio, usa",0440241006,Persuader,LEE CHILD,8,FALSE
88976,43,"mason, ohio, usa",0449202720,A Walk Across America,Peter Jenkins,8,FALSE
88976,43,"mason, ohio, usa",0385492081,Into Thin Air : A Personal Account of the Mt. Everest Disaster,JON KRAKAUER,9,TRUE
88976,43,"mason, ohio, usa",0399501487,Lord of the Flies,William Gerald Golding,9,TRUE
88976,43,"mason, ohio, usa",0671039741,Salem's Lot,Stephen King,10,TRUE
89852,23,"chambersburg, pennsylvania, usa",0743428617,Midnight Flight (Broken Wings),V.C. Andrews,7,FALSE
89852,23,"chambersburg, pennsylvania, usa",0060987103,Wicked: The Life and Times of the Wicked Witch of the West,Gregory Maguire,8,FALSE
89852,23,"chambersburg, pennsylvania, usa",0451124340,Different Seasons,Stephen King,9,FALSE
89852,23,"chambersburg, pennsylvania, usa",0345384369,Intensity,DEAN KOONTZ,10,TRUE
89852,23,"chambersburg, pennsylvania, usa",0060928336,Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,10,TRUE
89852,23,"chambersburg, pennsylvania, usa",0425144429,Mr. Murder,Dean R. Koontz,10,TRUE
91184,31,"kuala lumpur, kuala lumpur, malaysia",0061007153,A Quiver Full of Arrows,Jeffrey Archer,4,FALSE
91184,31,"kuala lumpur, kuala lumpur, malaysia",0451526341,Animal Farm,George Orwell,6,FALSE
91184,31,"kuala lumpur, kuala lumpur, malaysia",0836236688,Dilbert: Seven Years Of Highly Defective People (P,Scott Adams,7,FALSE
91184,31,"kuala lumpur, kuala lumpur, malaysia",0394448049,Tear and a Smile,Kahlil Gibran,9,TRUE
91184,31,"kuala lumpur, kuala lumpur, malaysia",0385509618,Guts! : Companies that Blow the Doors off Business-as-usual,KEVIN FREIBERG,9,TRUE
91184,31,"kuala lumpur, kuala lumpur, malaysia",0836217691,Homicidal Psycho Jungle Cat: A Calvin and Hobbes Collection,Bill Watterson,10,TRUE
94865,21,"bremen, bremen, germany",3765516457,Cassie.,Misty Bernall,7,FALSE
94865,21,"bremen, bremen, germany",3442446244,Popcorn.,Ben Elton,8,FALSE
94865,21,"bremen, bremen, germany",3596139953,Der Familienschandfleck.,Kerstin Bauer,8,FALSE
94865,21,"bremen, bremen, germany",3442309174,Die Umarmung des Todes.,Natsuo Kirino,10,TRUE
94865,21,"bremen, bremen, germany",3442433495,Der Campus.,Dietrich Schwanitz,10,TRUE
94865,21,"bremen, bremen, germany",340104950X,Die Insel des vollkommenen GlÃ?Â¼cks.,Christian Waluszek,10,TRUE
95593,43,"aberdour, scotland, united kingdom",0340766131,The House of Dust (The Quintilian Dalrymple Crime Novels),Paul Johnston,7,FALSE
95593,43,"aberdour, scotland, united kingdom",0449910261,Dave Barry's Complete Guide to Guys,DAVE BARRY,8,FALSE
95593,43,"aberdour, scotland, united kingdom",0140069119,A Tiger for Malgudi (King Penguin S.),R.K. Narayan,8,FALSE
95593,43,"aberdour, scotland, united kingdom",0345440641,Dave Barry Is Not Making This Up,Dave Barry,9,TRUE
95593,43,"aberdour, scotland, united kingdom",0671526723,Audrey Hepburns Neck,Alan Brown,9,TRUE
95593,43,"aberdour, scotland, united kingdom",0345444094,Dave Barry Is Not Taking This Sitting Down,Dave Barry,9,TRUE
99252,47,"austin, texas, usa",1551669021,Like Silk,Mary Lynn Baxter,6,FALSE
99252,47,"austin, texas, usa",0446606812,Message in a Bottle,Nicholas Sparks,6,FALSE
99252,47,"austin, texas, usa",0764223305,The Covenant (Abram's Daughters),Beverly Lewis,7,FALSE
99252,47,"austin, texas, usa",0440241073,The Summons,John Grisham,8,TRUE
99252,47,"austin, texas, usa",0671035347,Sentimental Journey,Jill Barnett,9,TRUE
99252,47,"austin, texas, usa",0446310786,To Kill a Mockingbird,Harper Lee,9,TRUE
102399,25,"los angeles, california, usa",0486288595,Favorite Greek Myths (Dover Children's Thrift Classics),Bob Blaisdell,6,FALSE
102399,25,"los angeles, california, usa",0671733583,GHOSTLY TERRORS (RACK SIZE),Morris L. Cohen,7,FALSE
102399,25,"los angeles, california, usa",0877286671,Runelore: A Handbook of Esoteric Runology,Edred Thorsson,7,FALSE
102399,25,"los angeles, california, usa",0451169522,Misery,Stephen King,8,TRUE
102399,25,"los angeles, california, usa",0590313126,Esp: Stories of Strange Happenings,Rita G. Gelman,9,TRUE
102399,25,"los angeles, california, usa",067173685X,REMEMBER ME (REMEMBER ME),Christopher Pike,9,TRUE
104443,18,"saint louis, missouri, usa",0670867896,Voodoo Child: The Illustrated Legend of Jimi Hendrix (Penguin Studio Books),Martin I. Green,7,FALSE
104443,18,"saint louis, missouri, usa",0863161286,Hemingway for Beginners,Errol Selkirk,7,FALSE
104443,18,"saint louis, missouri, usa",1570360669,Caleb Beldragons Chronicle of the Three Counties,Paul Warren,7,FALSE
104443,18,"saint louis, missouri, usa",1578632064,CITY MAGICK,Christopher Penczak,8,TRUE
104443,18,"saint louis, missouri, usa",1559703989,Acid Plaid : New Scottish Writing,Harry Ritchie,8,TRUE
104443,18,"saint louis, missouri, usa",0452266777,Lucy (Plume Contemporary Fiction),Jamaica Kincaid,9,TRUE
109461,30,"oklahoma city, oklahoma, usa",0441569595,Neuromancer (Remembering Tomorrow),William Gibson,8,FALSE
109461,30,"oklahoma city, oklahoma, usa",038071339X,The Monkey Wrench Gang,Edward Abbey,8,FALSE
109461,30,"oklahoma city, oklahoma, usa",0062512358,"The 22 Non-Negotiable Laws of Wellness: Feel, Think, and Live Better Than You Ever Thought Possible",Greg Anderson,8,FALSE
109461,30,"oklahoma city, oklahoma, usa",0060951699,The Lives of the Heart: Poems,Jane Hirshfield,9,TRUE
109461,30,"oklahoma city, oklahoma, usa",0060976241,The Lone Ranger and Tonto Fistfight in Heaven,Sherman Alexie,9,TRUE
109461,30,"oklahoma city, oklahoma, usa",0060975547,Love Medicine,Louise Erdrich,10,TRUE
112412,30,"oakland, california, usa",0375703128,The Road to Mars,Eric Idle,7,FALSE
112412,30,"oakland, california, usa",0140089225,The Bone People,Keri Hulme,9,FALSE
112412,30,"oakland, california, usa",0394722744,Son of the Revolution,LIANG HENG,9,FALSE
112412,30,"oakland, california, usa",0060964049,"Tales of the City (Tales of the City Series, V. 1)",Armistead Maupin,10,TRUE
112412,30,"oakland, california, usa",0395194970,Hulda,Carol Svendsen,10,TRUE
112412,30,"oakland, california, usa",1878067745,Solo: On Her Own Adventure,Susan Fox Rogers,10,TRUE
115150,59,"groveland, california, usa",0446533270,The Christmas Train,David Baldacci,5,FALSE
115150,59,"groveland, california, usa",0060932759,Daughter of Fortune,Isabel Allende,6,FALSE
115150,59,"groveland, california, usa",0156027321,Life of Pi,Yann Martel,6,FALSE
115150,59,"groveland, california, usa",0679457313,The God of Small Things,Arundhati Roy,8,TRUE
115150,59,"groveland, california, usa",0871136791,Cold Mountain,Charles Frazier,8,TRUE
