model,pid,recommendation,positive,recall,precision,f1,wcoverage
gemma2-9b-it,173203,Highway to Hell - by AC/DC,FALSE,0,0,NA,0.3388888888888889
gemma2-9b-it,202997,Bohemian Rhapsody - by Queen,FALSE,0.16666666666666666,1,0.2857142857142857,0.3055555555555555
gemma2-9b-it,202997,Stairway to Heaven - by Led Zeppelin,FALSE,0.25,1,0.4,0.3972222222222222
gemma2-9b-it,202997,The Chicken Dance - by Werner Thomas,TRUE,0.25,1,0.4,0.5249999999999999
gemma2-9b-it,202997,Yakety Sax - by Boots Randolph,TRUE,0.3333333333333333,1,0.5,0.7666666666666666
gemma2-9b-it,214615,Liability - by  Lorde,TRUE,0.5,1,0.6666666666666666,0.4
gemma2-9b-it,214615,Mr. Brightside - by The Killers,FALSE,0.25,1,0.4,0.13611111111111107
gemma2-9b-it,214615,The Village - by  Wrabel,TRUE,0.75,1,0.8571428571428571,0.40555555555555556
gemma2-9b-it,214615,Uptown Funk - by Mark Ronson ft. Bruno Mars,FALSE,0,0,NA,0.23055555555555557
gemma2-9b-it,216471,A Lot - by 21 Savage feat. J. Cole,TRUE,0.5,0.5,0.5,0.41388888888888886
gemma2-9b-it,216471,Bohemian Rhapsody - by Queen,FALSE,0.75,0.75,0.75,0.375
gemma2-9b-it,216471,Happy - by Pharrell Williams,FALSE,0.75,0.75,0.75,0.21111111111111108
gemma2-9b-it,216471,Power Trip - by J. Cole,TRUE,0.8,1,0.888888888888889,0.7083333333333333
gemma2-9b-it,229291,Congratulations - by Post Malone,TRUE,1,1,1,1
gemma2-9b-it,229291,Hey Jude - by The Beatles,FALSE,0,0,NA,0.4083333333333333
gemma2-9b-it,229291,Mask Off - by Future,TRUE,0,0,NA,0.39722222222222225
gemma2-9b-it,229291,Shake It Off - by Taylor Swift,FALSE,0,0,NA,0.3666666666666667
gemma2-9b-it,243049,Bad and Boujee - by Migos ft. Lil Uzi Vert,TRUE,0,0,NA,0.6333333333333334
gemma2-9b-it,243049,HUMBLE. - by Kendrick Lamar,TRUE,0.5,1,0.6666666666666666,0.7444444444444444
gemma2-9b-it,243049,Hallelujah - by Leonard Cohen,FALSE,0,0,NA,0.7305555555555554
gemma2-9b-it,243049,Someone Like You - by Adele,FALSE,0,0,NA,0.2972222222222222
gemma2-9b-it,243398,Bohemian Rhapsody - by Queen,FALSE,0.16666666666666666,1,0.2857142857142857,0.29444444444444445
gemma2-9b-it,243398,Hallelujah - by Leonard Cohen,FALSE,0,0,NA,0.07777777777777775
gemma2-9b-it,243398,Moves Like Jagger - by Maroon 5 feat. Christina Aguilera,TRUE,0,0,NA,0.41388888888888886
gemma2-9b-it,243398,Party Rock Anthem - by LMFAO feat. Lauren Bennett & GoonRock,TRUE,0.2,1,0.33333333333333337,0.4083333333333333
gemma2-9b-it,244107,Bohemian Rhapsody - by Queen,FALSE,0.2,1,0.33333333333333337,0.24722222222222223
gemma2-9b-it,244107,Hallelujah - by Leonard Cohen,FALSE,0.3333333333333333,1,0.5,0.6
gemma2-9b-it,244107,Shelter - by Porter Robinson & Madeon,TRUE,0.6666666666666666,1,0.8,0.3694444444444444
gemma2-9b-it,244107,The Veldt - by Deadmau5,TRUE,0.5,1,0.6666666666666666,0.2611111111111111
gemma2-9b-it,246489,Ain't No Rest for the Wicked - by Cage The Elephant,TRUE,1,0.75,0.8571428571428571,0.5027777777777778
gemma2-9b-it,246489,Happy - by Pharrell Williams,FALSE,1,0.8,0.888888888888889,0.3416666666666667
gemma2-9b-it,246489,The Night We Met - by Lord Huron,TRUE,0.8333333333333334,1,0.9090909090909091,0.3055555555555555
gemma2-9b-it,246489,Uptown Funk - by Mark Ronson ft. Bruno Mars,FALSE,1,0.8,0.888888888888889,0.25555555555555554
gemma2-9b-it,260786,Bohemian Rhapsody - by Queen,FALSE,0.16666666666666666,1,0.2857142857142857,0.35
gemma2-9b-it,260786,Despacito - by Luis Fonsi ft. Daddy Yankee,TRUE,0.25,1,0.4,0.49166666666666664
gemma2-9b-it,260786,Hallelujah - by Leonard Cohen,FALSE,0,0,NA,0.0972222222222222
gemma2-9b-it,260786,Mi Gente - by J Balvin & Willy William,TRUE,0,0,NA,0.65
gemma2-9b-it,299136,Lost in Japan - by Shawn Mendes,TRUE,0.25,1,0.4,0.35
gemma2-9b-it,299136,Mr. Brightside - by The Killers,FALSE,0,0,NA,0.3138888888888889
gemma2-9b-it,299136,Seven Nation Army - by The White Stripes,FALSE,0,0,NA,0.21944444444444441
gemma2-9b-it,299136,The Sound - by The 1975,TRUE,0,0,NA,0.25833333333333336
gemma2-9b-it,302147,Chasing Cars - by Snow Patrol,TRUE,0,0,NA,0.7111111111111111
gemma2-9b-it,302147,Mr. Brightside - by The Killers,FALSE,0,0,NA,0.15
gemma2-9b-it,302147,The Scientist - by Coldplay,TRUE,0.75,0.75,0.75,0.6027777777777777
gemma2-9b-it,302147,Uptown Funk - by Mark Ronson ft. Bruno Mars,FALSE,0,0,NA,0.28611111111111115
gemma2-9b-it,302573,MMMBop - by Hanson,TRUE,0.5,0.5,0.5,0.5527777777777778
gemma2-9b-it,302573,Mr. Brightside - by The Killers,FALSE,0,0,NA,0.4805555555555555
gemma2-9b-it,302573,No Scrubs - by TLC,TRUE,0.25,0.5,0.3333333333333333,0.2472222222222222
gemma2-9b-it,302573,Uptown Funk - by Mark Ronson ft. Bruno Mars,FALSE,0,0,NA,0.04166666666666666
gemma2-9b-it,308573,Can't Stop the Feeling! - by Justin Timberlake,FALSE,0.2,1,0.33333333333333337,0.38055555555555554
gemma2-9b-it,308573,Skinny Love - by Bon Iver,TRUE,1,1,1,0.7999999999999999
gemma2-9b-it,308573,The Scientist - by Coldplay,TRUE,0,0,NA,0.5361111111111111
gemma2-9b-it,308573,Uptown Funk - by Mark Ronson ft. Bruno Mars,FALSE,0,0,NA,-0.09444444444444441
gemma2-9b-it,316243,Bohemian Rhapsody - by Queen,FALSE,0.5,1,0.6666666666666666,0.7138888888888888
gemma2-9b-it,316243,Ms. Jackson - by Outkast,TRUE,0.5,1,0.6666666666666666,0.6416666666666667
gemma2-9b-it,316243,Seven Nation Army - by The White Stripes,FALSE,0,0,NA,0.6416666666666666
gemma2-9b-it,316243,U Remind Me - by Usher,TRUE,0,0,NA,0.7638888888888888
gemma2-9b-it,319272,Adorn - by Miguel,TRUE,0.2,1,0.33333333333333337,0.4055555555555555
gemma2-9b-it,319272,Earned It - by The Weeknd,TRUE,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5138888888888888
gemma2-9b-it,319272,Mr. Brightside - by The Killers,FALSE,0.3333333333333333,1,0.5,0.6777777777777777
gemma2-9b-it,319272,Shake It Off - by Taylor Swift,FALSE,0.16666666666666666,1,0.2857142857142857,0.3055555555555555
gemma2-9b-it,320742,Bohemian Rhapsody - by Queen,FALSE,0,0,NA,0.3333333333333333
gemma2-9b-it,320742,Mr. Jones - by Counting Crows,TRUE,0.25,1,0.4,0.2944444444444444
gemma2-9b-it,320742,Stairway to Heaven - by Led Zeppelin,FALSE,0,0,NA,0.4722222222222222
gemma2-9b-it,320742,Wide Awake - by Katy Perry,TRUE,0.6666666666666666,1,0.8,0.3194444444444444
gemma2-9b-it,348766,Bohemian Rhapsody - by Queen,FALSE,0,0,NA,0.3666666666666667
gemma2-9b-it,348766,Can't Help Falling in Love - by Elvis Presley,TRUE,0,0,NA,0.26666666666666666
gemma2-9b-it,348766,Fly Me to the Moon - by Frank Sinatra,TRUE,0.25,1,0.4,0.6138888888888888
gemma2-9b-it,348766,Lose Yourself - by Eminem,FALSE,0,0,NA,0.16388888888888892
gemma2-9b-it,373109,Bohemian Rhapsody - by Queen,FALSE,0,0,NA,0.3083333333333333
gemma2-9b-it,373109,Lose Yourself - by Eminem,FALSE,0,0,NA,0.35
gemma2-9b-it,373109,Respect - by Aretha Franklin,TRUE,0.3333333333333333,1,0.5,0.8138888888888889
gemma2-9b-it,373109,You Are My Sunshine - by Johnny Cash,TRUE,0,0,NA,0.3055555555555555
gemma2-9b-it,383203,Lose Yourself - by Eminem,FALSE,1,0.8,0.888888888888889,0.275
gemma2-9b-it,383203,Low - by Flo Rida feat. T-Pain,TRUE,0.8333333333333334,1,0.9090909090909091,0.3055555555555555
gemma2-9b-it,383203,Mr. Brightside - by The Killers,FALSE,0.6666666666666666,0.4,0.5,0.37777777777777777
gemma2-9b-it,383203,Say It - by Tory Lanez,TRUE,0.75,0.6,0.6666666666666665,-0.07222222222222222
gemma2-9b-it,389253,Dope - by BTS,TRUE,0.4,0.6666666666666666,0.5,0.33055555555555555
gemma2-9b-it,389253,Playing with Fire - by BLACKPINK,TRUE,0.3333333333333333,1,0.5,0.4027777777777778
gemma2-9b-it,389253,Someone Like You - by Adele,FALSE,0,0,NA,0.38888888888888884
gemma2-9b-it,389253,Stairway to Heaven - by Led Zeppelin,FALSE,0,0,NA,0.375
gemma2-9b-it,405780,Bohemian Rhapsody - by Queen,FALSE,0,0,NA,0.3055555555555555
gemma2-9b-it,405780,Business Time - by Flight of the Conchords,TRUE,1,0.8,0.888888888888889,0.7388888888888889
gemma2-9b-it,405780,Stairway to Heaven - by Led Zeppelin,FALSE,0,0,NA,0.5305555555555556
gemma2-9b-it,405780,Tribute - by Tenacious D,TRUE,0.2,0.5,0.28571428571428575,0.5722222222222222
gemma2-9b-it,448671,Blinding Lights - by The Weeknd,FALSE,0,0,NA,0.8388888888888888
gemma2-9b-it,448671,Party Rock Anthem - by LMFAO,TRUE,0,0,NA,0.37777777777777777
gemma2-9b-it,448671,Tik Tok - by Ke$ha,TRUE,0,0,NA,0.08333333333333334
gemma2-9b-it,448671,Uptown Funk - by Mark Ronson ft. Bruno Mars,FALSE,0,0,NA,0.25555555555555554
gemma2-9b-it,451625,Bohemian Rhapsody - by Queen,FALSE,0,0,NA,0.40555555555555556
gemma2-9b-it,451625,HUMBLE. - by Kendrick Lamar,TRUE,0,0,NA,0.16666666666666666
gemma2-9b-it,451625,Stairway to Heaven - by Led Zeppelin,FALSE,0,0,NA,-0.05
gemma2-9b-it,451625,The Next Episode - by Dr. Dre ft. Snoop Dogg,TRUE,0,0,NA,0.2916666666666667
gemma2-9b-it,465681,Mr. Brightside - by The Killers,FALSE,0,0,NA,0.2222222222222222
gemma2-9b-it,465681,Seven Nation Army - by The White Stripes,FALSE,0.3333333333333333,1,0.5,0.40555555555555556
gemma2-9b-it,465681,Skinny Love - by Bon Iver,TRUE,0.8,0.8,0.8000000000000002,0.37777777777777777
gemma2-9b-it,465681,The Scientist - by Coldplay,TRUE,0.25,1,0.4,0.5416666666666666
gemma2-9b-it,466479,Black Magic Woman - by Santana,TRUE,0.4,1,0.5714285714285715,0.39722222222222225
gemma2-9b-it,466479,Here Comes the Sun - by The Beatles,FALSE,0,0,NA,0.036111111111111094
gemma2-9b-it,466479,Sympathy for the Devil - by The Rolling Stones,TRUE,0,0,NA,0.41388888888888886
gemma2-9b-it,466479,Walking on Sunshine - by Katrina & The Waves,FALSE,0,0,NA,0.3944444444444445
gemma2-9b-it,469670,Bohemian Rhapsody - by Queen,FALSE,0,0,NA,0.4194444444444444
gemma2-9b-it,469670,Hotel California - by Eagles,FALSE,0,0,NA,0.1388888888888889
gemma2-9b-it,469670,Space Oddity - by David Bowie,TRUE,0.3333333333333333,1,0.5,0.4805555555555555
gemma2-9b-it,469670,Time Warp - by The Rocky Horror Picture Show,TRUE,0.5,1,0.6666666666666666,0.7249999999999999
gemma2-9b-it,470780,Bohemian Rhapsody - by Queen,FALSE,0,0,NA,0.45
gemma2-9b-it,470780,HUMBLE. - by Kendrick Lamar,TRUE,0,0,NA,0.3333333333333333
gemma2-9b-it,470780,Shape of You - by Ed Sheeran,TRUE,0,0,NA,0.6916666666666665
gemma2-9b-it,470780,Stairway to Heaven - by Led Zeppelin,FALSE,0.2,1,0.33333333333333337,0.3666666666666667
gemma2-9b-it,499822,Blinding Lights - by The Weeknd,FALSE,0,0,NA,0.5166666666666667
gemma2-9b-it,499822,Chicken Fried - by Zac Brown Band,TRUE,1,0.16666666666666666,0.2857142857142857,0.911111111111111
gemma2-9b-it,499822,Drink in My Hand - by Eric Church,TRUE,1,0.3333333333333333,0.5,0.8555555555555555
gemma2-9b-it,499822,Lose Yourself - by Eminem,FALSE,0,0,NA,0.09166666666666667
gemma2-9b-it,503111,Bohemian Rhapsody - by Queen,FALSE,0,0,NA,0.2333333333333333
gemma2-9b-it,503111,Coming of Age - by Foster the People,TRUE,0.5,0.3333333333333333,0.4,0.2583333333333333
gemma2-9b-it,503111,Creep - by Radiohead,FALSE,0,0,NA,0.4055555555555555
gemma2-9b-it,503111,Tokyo (Vampires & Wolves) - by The Wombats,TRUE,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.07222222222222224
gemma2-9b-it,514877,Africa - by Toto,TRUE,0.5,1,0.6666666666666666,0.7388888888888889
gemma2-9b-it,514877,Any Way You Want It - by Journey,TRUE,0.25,0.5,0.3333333333333333,0.5472222222222223
gemma2-9b-it,514877,Bohemian Rhapsody - by Queen,FALSE,0.25,1,0.4,0.3138888888888889
gemma2-9b-it,514877,Lose Yourself - by Eminem,FALSE,0,0,NA,0.29444444444444445
gemma2-9b-it,517612,Bohemian Rhapsody - by Queen,FALSE,0,0,NA,-0.01944444444444443
gemma2-9b-it,517612,Mo Money Mo Problems - by The Notorious B.I.G. feat. Mase & Puff Daddy,TRUE,0.5,0.5,0.5,0.9249999999999998
gemma2-9b-it,517612,No Scrubs - by TLC,TRUE,0,0,NA,0.22499999999999998
gemma2-9b-it,517612,Wonderwall - by Oasis,FALSE,0,0,NA,0.0055555555555555775
gemma2-9b-it,518425,Bésame Mucho - by Consuelo Velázquez,TRUE,1,0.6,0.7499999999999999,0.0805555555555555
gemma2-9b-it,518425,Despacito - by Luis Fonsi ft. Daddy Yankee,FALSE,0,0,NA,0.3055555555555556
gemma2-9b-it,518425,La Bamba - by Ritchie Valens,FALSE,0,0,NA,0.3388888888888889
gemma2-9b-it,518425,Te Amo - by Pablo Milanés,TRUE,0.2,0.5,0.28571428571428575,0.3666666666666667
gemma2-9b-it,523577,Mr. Brightside - by The Killers,FALSE,0,0,NA,0.7166666666666667
gemma2-9b-it,523577,Riverside - by Agnes Obel,TRUE,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.4805555555555555
gemma2-9b-it,523577,Seven Nation Army - by The White Stripes,FALSE,0,0,NA,0.19444444444444445
gemma2-9b-it,523577,Skinny Love - by Bon Iver,TRUE,0.5,0.3333333333333333,0.4,0.27777777777777773
gemma2-9b-it,533893,Bohemian Rhapsody - by Queen,FALSE,0,0,NA,0.25555555555555554
gemma2-9b-it,533893,Don't Start Now - by Dua Lipa,TRUE,0.2,1,0.33333333333333337,0.3138888888888889
gemma2-9b-it,533893,Hallelujah - by Leonard Cohen,FALSE,0,0,NA,0.2277777777777778
gemma2-9b-it,533893,The Business - by Tiësto,TRUE,0.3333333333333333,1,0.5,0.4583333333333333
gemma2-9b-it,541281,Apocalypse - by Cigarettes After Sex,TRUE,0,0,NA,0.25277777777777777
gemma2-9b-it,541281,Happy - by Pharrell Williams,FALSE,0,0,NA,0.44999999999999996
gemma2-9b-it,541281,Motion Sickness - by Phoebe Bridgers,TRUE,0,0,NA,0.4611111111111111
gemma2-9b-it,541281,Uptown Funk - by Mark Ronson ft. Bruno Mars,FALSE,0.3333333333333333,1,0.5,0.002777777777777768
gemma2-9b-it,543542,Fake Empire - by The National,TRUE,1,1,1,0.9472222222222221
gemma2-9b-it,543542,Happy - by Pharrell Williams,FALSE,0.2,1,0.33333333333333337,0.5611111111111111
gemma2-9b-it,543542,Mr. Brightside - by The Killers,FALSE,0,0,NA,0.3444444444444445
gemma2-9b-it,543542,Wolves - by Rise Against,TRUE,0.5,1,0.6666666666666666,0.5611111111111111
gemma2-9b-it,553023,Fake Plastic Trees - by Radiohead,TRUE,0.25,1,0.4,0.5222222222222223
gemma2-9b-it,553023,Mr. Brightside - by The Killers,FALSE,0.3333333333333333,1,0.5,0.7194444444444444
gemma2-9b-it,553023,Seven Nation Army - by The White Stripes,FALSE,0.25,1,0.4,0.46944444444444444
gemma2-9b-it,553023,Such Great Heights - by The Postal Service,TRUE,0.3333333333333333,1,0.5,0.6888888888888888
gemma2-9b-it,560540,Bohemian Rhapsody - by Queen,FALSE,0,0,NA,0.24166666666666667
gemma2-9b-it,560540,Hallelujah - by Leonard Cohen,FALSE,0.5,1,0.6666666666666666,0.21944444444444444
gemma2-9b-it,560540,Nuthin' but a 'G' Thang - by Dr. Dre feat. Snoop Dogg,TRUE,0.75,1,0.8571428571428571,0.7277777777777777
gemma2-9b-it,560540,The Next Episode - by Dr. Dre feat. Snoop Dogg,TRUE,0.75,1,0.8571428571428571,0.41944444444444445
gemma2-9b-it,579339,Broken - by Seether,TRUE,1,0.75,0.8571428571428571,0.6361111111111111
gemma2-9b-it,579339,Despacito - by Luis Fonsi ft. Daddy Yankee,FALSE,1,0.8,0.888888888888889,0.5361111111111111
gemma2-9b-it,579339,Happy - by Pharrell Williams,FALSE,0,0,NA,0.39166666666666666
gemma2-9b-it,579339,The Diary of Jane - by Breaking Benjamin,TRUE,0.75,0.6,0.6666666666666665,0.18611111111111106
gemma2-9b-it,602692,Bohemian Rhapsody - by Queen,FALSE,0,0,NA,0.3055555555555555
gemma2-9b-it,602692,Despacito - by Luis Fonsi ft. Daddy Yankee,TRUE,0,0,NA,0.32222222222222224
gemma2-9b-it,602692,Hotel California - by Eagles,FALSE,0,0,NA,0.36666666666666664
gemma2-9b-it,602692,Vivir Mi Vida - by Marc Anthony,TRUE,0,0,NA,0.3611111111111111
gemma2-9b-it,604424,Bachata en Fukuoka - by Prince Royce,TRUE,0.5,1,0.6666666666666666,0.6916666666666667
