model,uid,recommendation,variable,value
gemma2-9b-it,37034,The Da Vinci Code - by Dan Brown,liked_book_1,-0.08333333333333331
gemma2-9b-it,37034,The Elegance of the Hedgehog - by  Muriel Barbery,liked_book_1,0.016666666666666666
gemma2-9b-it,37034,The Hitchhiker's Guide to the Galaxy - by Douglas Adams,liked_book_1,0.16666666666666666
gemma2-9b-it,37034,The Remains of the Day - by Kazuo Ishiguro,liked_book_1,0.19999999999999998
gemma2-9b-it,37293,The Martian Chronicles - by Ray Bradbury,liked_book_1,0.21666666666666667
gemma2-9b-it,37293,The Moon is a Harsh Mistress - by Robert Heinlein,liked_book_1,0.03333333333333333
gemma2-9b-it,37293,The Murderbot Diaries: All Systems Red - by Martha Wells,liked_book_1,-0.016666666666666666
gemma2-9b-it,37293,The Stand - by Stephen King,liked_book_1,0.39999999999999997
gemma2-9b-it,44595,The Chronicles of Amber - by Roger Zelazny,liked_book_1,0.3
gemma2-9b-it,44595,The Elfstones of Shannara - by Terry Brooks,liked_book_1,0.23333333333333334
gemma2-9b-it,44595,The Girl with the Dragon Tattoo - by Stieg Larsson,liked_book_1,0.13333333333333333
gemma2-9b-it,44595,The Martian - by Andy Weir,liked_book_1,0.4833333333333333
gemma2-9b-it,47194,The Help - by Kathryn Stockett,liked_book_1,0.39999999999999997
gemma2-9b-it,47194,The Nightingale - by Kristin Hannah,liked_book_1,0.6
gemma2-9b-it,47194,The Rose Garden - by Sarah Morgan,liked_book_1,0.16666666666666666
gemma2-9b-it,47194,The Secret Keeper - by Kate Morton,liked_book_1,0.2833333333333333
gemma2-9b-it,50845,The Handmaid's Tale - by Margaret Atwood,liked_book_1,-0.016666666666666663
gemma2-9b-it,50845,The Lord of the Rings - by J.R.R. Tolkien,liked_book_1,-0.049999999999999996
gemma2-9b-it,50845,The Mists of Avalon - by Marion Zimmer Bradley,liked_book_1,-0.05
gemma2-9b-it,50845,The Name of the Rose - by Umberto Eco,liked_book_1,0.0
gemma2-9b-it,51449,The Da Vinci Code - by Dan Brown,liked_book_1,0.35
gemma2-9b-it,51449,The Girl on the Train - by Paula Hawkins,liked_book_1,0.26666666666666666
gemma2-9b-it,51449,The Name of the Rose - by Umberto Eco,liked_book_1,0.11666666666666665
gemma2-9b-it,51449,The Remains of the Day - by Kazuo Ishiguro,liked_book_1,0.06666666666666667
gemma2-9b-it,53304,Angels & Demons - by Dan Brown,liked_book_1,-0.1
gemma2-9b-it,53304,One for the Money - by Janet Evanovich,liked_book_1,0.0
gemma2-9b-it,53304,The Girl on the Train - by Paula Hawkins,liked_book_1,-0.06666666666666668
gemma2-9b-it,53304,The Silent Patient - by Alex Michaelides,liked_book_1,-0.31666666666666665
gemma2-9b-it,54589,The Chain - by Adrian McKinty,liked_book_1,0.31666666666666665
gemma2-9b-it,54589,The Guest List - by Lucy Foley,liked_book_1,0.16666666666666666
gemma2-9b-it,54589,The Institute - by Stephen King,liked_book_1,0.43333333333333335
gemma2-9b-it,54589,The Silent Patient - by Alex Michaelides,liked_book_1,0.25
gemma2-9b-it,56246,High Fidelity - by Nick Hornby,liked_book_1,0.0
gemma2-9b-it,56246,Pride and Prejudice - by Jane Austen,liked_book_1,0.033333333333333326
gemma2-9b-it,56246,The Firm - by John Grisham,liked_book_1,0.0
gemma2-9b-it,56246,The Remains of the Day - by Kazuo Ishiguro,liked_book_1,0.23333333333333334
gemma2-9b-it,57302,The Da Vinci Code - by Dan Brown,liked_book_1,-0.08333333333333333
gemma2-9b-it,57302,The Devil in the White City - by Erik Larson,liked_book_1,0.18333333333333332
gemma2-9b-it,57302,The Hotel New Hampshire - by John Irving,liked_book_1,0.0
gemma2-9b-it,57302,The Kite Runner - by Khaled Hosseini,liked_book_1,0.19999999999999998
gemma2-9b-it,57935,Pillars of the Earth - by Ken Follett,liked_book_1,0.16666666666666666
gemma2-9b-it,57935,The Count of Monte Cristo - by Alexandre Dumas,liked_book_1,0.16666666666666666
gemma2-9b-it,57935,The Handmaid's Tale - by Margaret Atwood,liked_book_1,0.18333333333333332
gemma2-9b-it,57935,The Shining - by Stephen King,liked_book_1,0.6333333333333333
gemma2-9b-it,58834,The Da Vinci Code - by Dan Brown,liked_book_1,0.2333333333333333
gemma2-9b-it,58834,The Dry - by Jane Harper,liked_book_1,-0.06666666666666667
gemma2-9b-it,58834,The Kite Runner - by Khaled Hosseini,liked_book_1,0.16666666666666666
gemma2-9b-it,58834,The Power of the Dog - by Don Winslow,liked_book_1,0.05
gemma2-9b-it,59812,Outlander - by Diana Gabaldon,liked_book_1,-0.033333333333333326
gemma2-9b-it,59812,The Da Vinci Code - by Dan Brown,liked_book_1,-0.31666666666666665
gemma2-9b-it,59812,The Nightingale - by Kristin Hannah,liked_book_1,0.0
gemma2-9b-it,59812,The Secret History - by Donna Tartt,liked_book_1,0.23333333333333334
gemma2-9b-it,66640,Gone Girl - by Gillian Flynn,liked_book_1,0.1
gemma2-9b-it,66640,The Da Vinci Code - by Dan Brown,liked_book_1,0.5166666666666666
gemma2-9b-it,66640,The Girl on the Train - by Paula Hawkins,liked_book_1,0.0
gemma2-9b-it,66640,The Shack - by William P. Young,liked_book_1,0.06666666666666667
gemma2-9b-it,69929,The Da Vinci Code - by Dan Brown,liked_book_1,-0.06666666666666665
gemma2-9b-it,69929,The Girl with the Dragon Tattoo - by Stieg Larsson,liked_book_1,0.25
gemma2-9b-it,69929,The Lost City of Z - by David Grann,liked_book_1,0.03333333333333333
gemma2-9b-it,69929,The Martian - by Andy Weir,liked_book_1,0.3833333333333333
gemma2-9b-it,72975,The Color Purple - by Alice Walker,liked_book_1,0.0
gemma2-9b-it,72975,The Da Vinci Code - by Dan Brown,liked_book_1,0.1
gemma2-9b-it,72975,The Nightingale - by Kristin Hannah,liked_book_1,0.7333333333333333
gemma2-9b-it,72975,Tuesdays with Morrie - by Mitch Albom,liked_book_1,0.0
gemma2-9b-it,72992,The Adventures of Sherlock Holmes - by Sir Arthur Conan Doyle,liked_book_1,0.016666666666666666
gemma2-9b-it,72992,The Art of War - by Sun Tzu,liked_book_1,0.7333333333333333
gemma2-9b-it,72992,The Count of Monte Cristo - by Alexandre Dumas,liked_book_1,0.08333333333333334
gemma2-9b-it,72992,The Prince - by Niccolò Machiavelli,liked_book_1,0.5666666666666667
gemma2-9b-it,75096,Good Omens - by Terry Pratchett and Neil Gaiman,liked_book_1,0.21666666666666667
gemma2-9b-it,75096,The Handmaid's Tale - by Margaret Atwood,liked_book_1,0.13333333333333333
gemma2-9b-it,75096,The Mists of Avalon - by Marion Zimmer Bradley,liked_book_1,0.03333333333333333
gemma2-9b-it,75096,The Sparrow - by Mary Doria Russell,liked_book_1,0.05
gemma2-9b-it,79687,A Scanner Darkly - by Philip K. Dick,liked_book_1,0.15
gemma2-9b-it,79687,Do Androids Dream of Electric Sheep? - by Philip K. Dick,liked_book_1,0.0
gemma2-9b-it,79687,The Lord of the Rings: The Fellowship of the Ring - by J. R. R. Tolkien,liked_book_1,0.016666666666666666
gemma2-9b-it,79687,The Silmarillion - by J. R. R. Tolkien,liked_book_1,-0.1833333333333333
gemma2-9b-it,80135,Steppenwolf - by Hermann Hesse,liked_book_1,0.26666666666666666
gemma2-9b-it,80135,The Elegance of the Hedgehog - by  Muriel Barbery,liked_book_1,0.8166666666666665
gemma2-9b-it,80135,The Master and Margarita - by Mikhail Bulgakov,liked_book_1,0.11666666666666667
gemma2-9b-it,80135,The Stranger - by Albert Camus,liked_book_1,-0.08333333333333334
gemma2-9b-it,80754,Das Mädchen mit dem Drachen Tattoo - by Stieg Larsson,liked_book_1,0.15
gemma2-9b-it,80754,Der Club der toten Dichter - by N.H. Kleinbaum,liked_book_1,0.19999999999999998
gemma2-9b-it,80754,Der Schwarm - by Frank Schätzing,liked_book_1,0.15
gemma2-9b-it,80754,Die unendliche Geschichte - by Michael Ende,liked_book_1,0.25
gemma2-9b-it,88976,Into the Wild - by Jon Krakauer,liked_book_1,0.08333333333333334
gemma2-9b-it,88976,The Girl with the Dragon Tattoo - by Stieg Larsson,liked_book_1,0.39999999999999997
gemma2-9b-it,88976,The Road - by Cormac McCarthy,liked_book_1,0.6
gemma2-9b-it,88976,The Shining - by Stephen King,liked_book_1,0.0
gemma2-9b-it,89852,Flowers in the Attic - by V.C. Andrews,liked_book_1,0.8999999999999999
gemma2-9b-it,89852,The Secret Life of Bees - by Sue Monk Kidd,liked_book_1,0.08333333333333334
gemma2-9b-it,89852,The Shining - by Stephen King,liked_book_1,6.938893903907228e-18
gemma2-9b-it,89852,Watchers - by Dean Koontz,liked_book_1,0.05
gemma2-9b-it,91184,1984 - by George Orwell,liked_book_1,0.049999999999999996
gemma2-9b-it,91184,The Alchemist - by Paulo Coelho,liked_book_1,0.25
gemma2-9b-it,91184,The Da Vinci Code - by Dan Brown,liked_book_1,0.6666666666666666
gemma2-9b-it,91184,The Lean Startup - by Eric Ries,liked_book_1,0.13333333333333333
gemma2-9b-it,94865,Gone Girl - by Gillian Flynn,liked_book_1,0.31666666666666665
gemma2-9b-it,94865,The Devotion of Suspect X - by Keigo Higashino,liked_book_1,0.16666666666666666
gemma2-9b-it,94865,The Girl on the Train - by Paula Hawkins,liked_book_1,0.18333333333333332
gemma2-9b-it,94865,The Guest Cat - by  Takashi Hiraide,liked_book_1,0.016666666666666666
gemma2-9b-it,95593,Moby Dick - by Herman Melville,liked_book_1,-0.15
gemma2-9b-it,95593,The Lord of the Rings - by J.R.R. Tolkien,liked_book_1,0.13333333333333333
gemma2-9b-it,95593,The Man Who Mistook His Wife for a Hat - by Oliver Sacks,liked_book_1,-0.05
gemma2-9b-it,95593,"Where'd You Go, Bernadette - by Maria Semple",liked_book_1,0.1
gemma2-9b-it,99252,The Firm - by John Grisham,liked_book_1,0.0
gemma2-9b-it,99252,The Nightingale - by Kristin Hannah,liked_book_1,0.08333333333333334
gemma2-9b-it,99252,The Notebook - by Nicholas Sparks,liked_book_1,-0.016666666666666666
gemma2-9b-it,99252,The Shack - by William P. Young,liked_book_1,0.39999999999999997
gemma2-9b-it,102399,The Da Vinci Code - by Dan Brown,liked_book_1,0.16666666666666666
gemma2-9b-it,102399,The Haunting of Hill House - by Shirley Jackson,liked_book_1,-0.016666666666666666
gemma2-9b-it,102399,The Hitchhiker's Guide to the Galaxy - by Douglas Adams,liked_book_1,0.2333333333333333
gemma2-9b-it,102399,The Shining - by Stephen King,liked_book_1,-0.03333333333333333
gemma2-9b-it,104443,The Da Vinci Code - by Dan Brown,liked_book_1,0.4666666666666667
gemma2-9b-it,104443,The Girl on the Train - by Paula Hawkins,liked_book_1,0.18333333333333332
gemma2-9b-it,104443,The Night Circus - by Erin Morgenstern,liked_book_1,-0.016666666666666666
gemma2-9b-it,104443,The Ocean at the End of the Lane - by Neil Gaiman,liked_book_1,0.05000000000000001
gemma2-9b-it,109461,Ceremony - by Leslie Marmon Silko,liked_book_1,-6.938893903907228e-18
gemma2-9b-it,109461,The Diamond Age - by Neal Stephenson,liked_book_1,0.39999999999999997
gemma2-9b-it,109461,The Overstory - by Richard Powers,liked_book_1,0.23333333333333334
gemma2-9b-it,109461,The Round House - by Louise Erdrich,liked_book_1,0.05
gemma2-9b-it,112412,1984 - by George Orwell,liked_book_1,0.19999999999999998
gemma2-9b-it,112412,The Guernsey Literary and Potato Peel Pie Society - by Mary Ann Shaffer,liked_book_1,0.3333333333333333
gemma2-9b-it,112412,The Handmaid's Tale - by Margaret Atwood,liked_book_1,0.15
gemma2-9b-it,112412,The House in the Cerulean Sea - by T.J. Klune,liked_book_1,0.3833333333333333
gemma2-9b-it,115150,A Thousand Splendid Suns - by Khaled Hosseini,liked_book_1,0.08333333333333334
gemma2-9b-it,115150,The Alchemist - by Paulo Coelho,liked_book_1,-0.016666666666666666
gemma2-9b-it,115150,The Da Vinci Code - by Dan Brown,liked_book_1,0.2333333333333333
gemma2-9b-it,115150,The Kite Runner - by Khaled Hosseini,liked_book_1,0.18333333333333332
gemma2-9b-it,117581,Fifty Shades of Grey - by E. L. James,liked_book_1,0.26666666666666666
gemma2-9b-it,117581,Little Women - by Louisa May Alcott,liked_book_1,0.06666666666666667
gemma2-9b-it,117581,The Call of the Wild - by Jack London,liked_book_1,0.03333333333333333
gemma2-9b-it,117581,The Hunger Games - by Suzanne Collins,liked_book_1,0.26666666666666666
gemma2-9b-it,122086,The Andromeda Strain - by Michael Crichton,liked_book_1,0.05
gemma2-9b-it,122086,The Da Vinci Code - by Dan Brown,liked_book_1,0.16666666666666666
gemma2-9b-it,122086,The Girl with the Dragon Tattoo - by Stieg Larsson,liked_book_1,0.08333333333333334
gemma2-9b-it,122086,The Pillars of the Earth - by Ken Follett,liked_book_1,-0.03333333333333333
gemma2-9b-it,123988,The Da Vinci Code - by Dan Brown,liked_book_1,0.01666666666666667
gemma2-9b-it,123988,The Hitchhiker's Guide to the Galaxy - by Douglas Adams,liked_book_1,0.16666666666666666
gemma2-9b-it,123988,The Power of Habit - by Charles Duhigg,liked_book_1,0.26666666666666666
gemma2-9b-it,123988,"Thinking, Fast and Slow - by Daniel Kahneman",liked_book_1,-0.16666666666666666
gemma2-9b-it,124233,Death on the Nile - by Agatha Christie,liked_book_1,0.23333333333333334
gemma2-9b-it,124233,The Guest List - by Lucy Foley,liked_book_1,0.0
gemma2-9b-it,124233,The Handmaid's Tale - by Margaret Atwood,liked_book_1,0.15
gemma2-9b-it,124233,The Left Hand of Darkness - by Ursula K. Le Guin,liked_book_1,0.8999999999999999
gemma2-9b-it,125396,Stone Fox - by John Reynolds Gardiner,liked_book_1,0.3
gemma2-9b-it,125396,The Boxcar Children - by Gertrude Chandler Warner,liked_book_1,0.21666666666666667
gemma2-9b-it,125396,The Magic Tree House: Dinosaurs Before Dark - by Mary Pope Osborne,liked_book_1,0.03333333333333333
gemma2-9b-it,125396,The One and Only Ivan - by Katherine Applegate,liked_book_1,-0.016666666666666666
gemma2-9b-it,126814,Knitting for Dummies - by Susan Brittain,liked_book_1,0.26666666666666666
gemma2-9b-it,126814,The Cat Who Walked Through Walls - by Lilian Jackson Braun,liked_book_1,0.016666666666666666
gemma2-9b-it,126814,The Mists of Avalon - by Marion Zimmer Bradley,liked_book_1,-0.03333333333333333
gemma2-9b-it,126814,The Witch's Book of Self-Care - by Arin Murphy-Hiscock,liked_book_1,-0.16666666666666666
gemma2-9b-it,127481,Nickel and Dimed: On (Not) Getting By in America - by Barbara Ehrenreich,liked_book_1,0.0
gemma2-9b-it,127481,The 7 Habits of Highly Effective People - by Stephen R. Covey,liked_book_1,-0.13333333333333333
gemma2-9b-it,127481,The Da Vinci Code - by Dan Brown,liked_book_1,0.3333333333333333
gemma2-9b-it,127481,The Immortal Life of Henrietta Lacks - by Rebecca Skloot,liked_book_1,0.016666666666666666
gemma2-9b-it,127914,The Call of the Wild - by Jack London,liked_book_1,0.03333333333333333
gemma2-9b-it,127914,The Joy Luck Club - by Amy Tan,liked_book_1,0.26666666666666666
gemma2-9b-it,127914,The Notebook - by Nicholas Sparks,liked_book_1,0.9166666666666665
gemma2-9b-it,127914,The Shining - by Stephen King,liked_book_1,0.06666666666666667
gemma2-9b-it,130157,The Girl on the Train - by Paula Hawkins,liked_book_1,0.16666666666666666
gemma2-9b-it,130157,The Guest List - by Lucy Foley,liked_book_1,0.0
gemma2-9b-it,130157,The Notebook - by Nicholas Sparks,liked_book_1,0.3
gemma2-9b-it,130157,The Silent Patient - by Alex Michaelides,liked_book_1,0.35
gemma2-9b-it,136193,Gilead - by Marilynne Robinson,liked_book_1,0.06666666666666667
gemma2-9b-it,136193,The Girl on the Train - by Paula Hawkins,liked_book_1,0.18333333333333332
gemma2-9b-it,136193,The Known World - by Edward P. Jones,liked_book_1,0.0
gemma2-9b-it,136193,The Nightingale - by Kristin Hannah,liked_book_1,0.18333333333333332
gemma2-9b-it,137803,Homo Faber - by Max Frisch,liked_book_1,-0.03333333333333333
gemma2-9b-it,137803,The Da Vinci Code - by Dan Brown,liked_book_1,0.16666666666666663
gemma2-9b-it,137803,The Handmaid's Tale - by Margaret Atwood,liked_book_1,0.23333333333333334
gemma2-9b-it,137803,The Metamorphosis - by Franz Kafka,liked_book_1,0.03333333333333333
gemma2-9b-it,139206,Gone Girl - by Gillian Flynn,liked_book_1,0.31666666666666665
gemma2-9b-it,139206,The Guernsey Literary and Potato Peel Pie Society - by Mary Ann Shaffer,liked_book_1,0.016666666666666666
gemma2-9b-it,139206,The House in the Cerulean Sea - by T.J. Klune,liked_book_1,0.03333333333333333
gemma2-9b-it,139206,The Nightingale - by Kristin Hannah,liked_book_1,0.5
gemma2-9b-it,142076,Cat's Cradle - by Kurt Vonnegut,liked_book_1,0.0
gemma2-9b-it,142076,The Cost of Discipleship - by Dietrich Bonhoeffer,liked_book_1,-0.016666666666666666
gemma2-9b-it,142076,The Da Vinci Code - by Dan Brown,liked_book_1,0.21666666666666665
gemma2-9b-it,142076,The Name of the Rose - by Umberto Eco,liked_book_1,0.23333333333333334
gemma2-9b-it,142772,The Guernsey Literary and Potato Peel Pie Society - by Mary Ann Shaffer,liked_book_1,0.21666666666666667
gemma2-9b-it,142772,The Nightingale - by Kristin Hannah,liked_book_1,0.0
gemma2-9b-it,142772,The Notebook - by Nicholas Sparks,liked_book_1,0.43333333333333335
gemma2-9b-it,142772,The Time Traveler's Wife - by Audrey Niffenegger,liked_book_1,0.26666666666666666
gemma2-9b-it,147045,Fifty Shades of Grey - by E. L. James,liked_book_1,0.08333333333333331
gemma2-9b-it,147045,The Da Vinci Code - by Dan Brown,liked_book_1,-0.016666666666666663
gemma2-9b-it,147045,The Great Gatsby - by F. Scott Fitzgerald,liked_book_1,0.16666666666666666
gemma2-9b-it,147045,The Nightingale - by Kristin Hannah,liked_book_1,0.11666666666666665
gemma2-9b-it,147307,The Da Vinci Code - by Dan Brown,liked_book_1,0.03333333333333333
gemma2-9b-it,147307,The Guernsey Literary and Potato Peel Pie Society - by Mary Ann Shaffer,liked_book_1,-0.05
gemma2-9b-it,147307,The Notebook - by Nicholas Sparks,liked_book_1,0.2833333333333333
gemma2-9b-it,147307,The Secret Garden - by Frances Hodgson Burnett,liked_book_1,-0.01666666666666667
gemma2-9b-it,148121,The Cider House Rules - by John Irving,liked_book_1,0.0
gemma2-9b-it,148121,The Color Purple - by Alice Walker,liked_book_1,0.11666666666666665
gemma2-9b-it,148121,The Girl on the Train - by Paula Hawkins,liked_book_1,6.938893903907228e-18
gemma2-9b-it,148121,The Witness - by Nora Roberts,liked_book_1,0.4666666666666667
gemma2-9b-it,155680,The Book of the New Sun - by Gene Wolfe,liked_book_1,0.26666666666666666
gemma2-9b-it,155680,The Hitchhiker's Guide to the Galaxy - by Douglas Adams,liked_book_1,0.08333333333333333
gemma2-9b-it,155680,The Left Hand of Darkness - by Ursula K. Le Guin,liked_book_1,0.26666666666666666
gemma2-9b-it,155680,The Lord of the Rings - by J.R.R. Tolkien,liked_book_1,0.5666666666666667
gemma2-9b-it,159506,The Da Vinci Code - by Dan Brown,liked_book_1,0.09999999999999998
gemma2-9b-it,159506,The Girl on the Train - by Paula Hawkins,liked_book_1,0.25
gemma2-9b-it,159506,The Hunt for Red October - by Tom Clancy,liked_book_1,0.03333333333333333
gemma2-9b-it,159506,The Pillars of the Earth - by Ken Follett,liked_book_1,0.016666666666666666
gemma2-9b-it,161037,The Girl Next Door - by Jack Ketchum,liked_book_1,0.13333333333333333
gemma2-9b-it,161037,The House of Silk - by Arthur Conan Doyle,liked_book_1,0.16666666666666666
gemma2-9b-it,161037,The Shining - by Stephen King,liked_book_1,0.15
gemma2-9b-it,161037,Whispers - by Dean R. Koontz,liked_book_1,0.15
gemma2-9b-it,162980,The Chain - by Adrian McKinty,liked_book_1,0.13333333333333333
gemma2-9b-it,162980,The Girl on the Train - by Paula Hawkins,liked_book_1,0.18333333333333332
gemma2-9b-it,162980,The Institute - by Stephen King,liked_book_1,0.18333333333333332
gemma2-9b-it,162980,Whispers - by Dean R. Koontz,liked_book_1,0.15
gemma2-9b-it,167012,Le vélo de mes rêves - by Daniel Pennac,liked_book_1,0.0
gemma2-9b-it,167012,Les Misérables - by Victor Hugo,liked_book_1,0.18333333333333332
gemma2-9b-it,167012,The Da Vinci Code - by Dan Brown,liked_book_1,0.35
gemma2-9b-it,167012,The Notebook - by Nicholas Sparks,liked_book_1,-0.016666666666666666
gemma2-9b-it,167587,Gone Girl - by Gillian Flynn,liked_book_1,0.41666666666666663
gemma2-9b-it,167587,The Girl on the Train - by Paula Hawkins,liked_book_1,-0.016666666666666666
gemma2-9b-it,167587,The Notebook - by Nicholas Sparks,liked_book_1,0.016666666666666666
gemma2-9b-it,167587,The Silent Patient - by Alex Michaelides,liked_book_1,0.25
gemma2-9b-it,171045,The Guest List - by Lucy Foley,liked_book_1,-0.016666666666666666
gemma2-9b-it,171045,The Lord of the Rings - by J.R.R. Tolkien,liked_book_1,0.21666666666666667
gemma2-9b-it,171045,The Martian - by Andy Weir,liked_book_1,0.1
gemma2-9b-it,171045,The Silent Patient - by Alex Michaelides,liked_book_1,0.0
gemma2-9b-it,187990,Gone Girl - by Gillian Flynn,liked_book_1,0.4833333333333333
gemma2-9b-it,187990,One for the Money (A Stephanie Plum Novel) - by Janet Evanovich,liked_book_1,0.25
gemma2-9b-it,187990,The ABC Murders - by Agatha Christie,liked_book_1,-0.11666666666666667
gemma2-9b-it,187990,The Silent Patient - by Alex Michaelides,liked_book_1,0.41666666666666663
gemma2-9b-it,195694,Jonathan Strange & Mr Norrell - by Susanna Clarke,liked_book_1,0.8166666666666665
gemma2-9b-it,195694,The Historian - by Elizabeth Kostova,liked_book_1,-0.05
gemma2-9b-it,195694,The Name of the Wind - by Patrick Rothfuss,liked_book_1,0.3
gemma2-9b-it,195694,The Night Circus - by Erin Morgenstern,liked_book_1,0.06666666666666668
gemma2-9b-it,196106,The Bride - by Bertrice Small,liked_book_1,-0.06666666666666667
gemma2-9b-it,196106,The Promise - by Nora Roberts,liked_book_1,0.16666666666666666
gemma2-9b-it,196106,The Secret - by Danielle Steel,liked_book_1,0.16666666666666666
gemma2-9b-it,196106,The Shadow - by Ursula Parrott,liked_book_1,0.13333333333333333
gemma2-9b-it,196502,The Alchemist - by Paulo Coelho,liked_book_1,0.3333333333333333
gemma2-9b-it,196502,"The Hidden Life of Trees: What They Feel, How They Communicate - Discoveries from a Secret World - by Peter Wohlleben",liked_book_1,0.05
gemma2-9b-it,196502,The Nightingale - by Kristin Hannah,liked_book_1,0.5
gemma2-9b-it,196502,The Vegetarian - by Han Kang,liked_book_1,0.23333333333333334
gemma2-9b-it,198213,Evvie Drake Starts Over - by Linda Holmes,liked_book_1,0.0
gemma2-9b-it,198213,The Hunger Games - by Suzanne Collins,liked_book_1,0.16666666666666666
gemma2-9b-it,198213,The Martian - by Andy Weir,liked_book_1,0.18333333333333332
gemma2-9b-it,198213,The Snow Child - by Eowyn Ivey,liked_book_1,0.1
gemma2-9b-it,198969,Kindred - by Octavia Butler,liked_book_1,0.06666666666666667
gemma2-9b-it,198969,The Alchemist - by Paulo Coelho,liked_book_1,0.41666666666666663
gemma2-9b-it,198969,The Left Hand of Darkness - by Ursula K. Le Guin,liked_book_1,0.0
gemma2-9b-it,198969,The Lord of the Rings - by J.R.R. Tolkien,liked_book_1,0.16666666666666666
gemma2-9b-it,203910,The Da Vinci Code - by Dan Brown,liked_book_1,0.2333333333333333
gemma2-9b-it,203910,The Historian - by Elizabeth Kostova,liked_book_1,-0.03333333333333333
gemma2-9b-it,203910,The Notebook - by Nicholas Sparks,liked_book_1,0.0
gemma2-9b-it,203910,The Very Hungry Caterpillar - by Eric Carle,liked_book_1,-0.13333333333333333
gemma2-9b-it,204964,The Daily Show with Jon Stewart Presents Earth (The Book) - by Jon Stewart,liked_book_1,0.03333333333333333
