model,uid,recommendation,variable,value
gemma2-9b-it,5f80019b6fa0e01d53854006,Shutter Island,disliked_movie_1,-0.06666666666666667
gemma2-9b-it,5f80019b6fa0e01d53854006,The Hangover,disliked_movie_1,0.11666666666666665
gemma2-9b-it,5f80019b6fa0e01d53854006,The Revenant,disliked_movie_1,0.39999999999999997
gemma2-9b-it,5f8568d460bd670009af15a2,Inception,disliked_movie_1,0.016666666666666666
gemma2-9b-it,5f8568d460bd670009af15a2,Kill Bill: Vol. 1,disliked_movie_1,-0.016666666666666666
gemma2-9b-it,5f8568d460bd670009af15a2,The Fast and the Furious,disliked_movie_1,0.26666666666666666
gemma2-9b-it,5f8568d460bd670009af15a2,The Notebook,disliked_movie_1,-0.21666666666666665
gemma2-9b-it,5f90c1832cf6481b25307b46,Frozen,disliked_movie_1,0.16666666666666666
gemma2-9b-it,5f90c1832cf6481b25307b46,Ghost in the Shell,disliked_movie_1,0.0
gemma2-9b-it,5f90c1832cf6481b25307b46,Paprika,disliked_movie_1,0.016666666666666666
gemma2-9b-it,5f90c1832cf6481b25307b46,The Hobbit: An Unexpected Journey,disliked_movie_1,0.9666666666666666
gemma2-9b-it,5fdebabfb5d1fc684adaa1f9,12 Angry Men,disliked_movie_1,0.0
gemma2-9b-it,5fdebabfb5d1fc684adaa1f9,Schindler's List,disliked_movie_1,0.05
gemma2-9b-it,5fdebabfb5d1fc684adaa1f9,The Fast and the Furious,disliked_movie_1,0.43333333333333335
gemma2-9b-it,5fdebabfb5d1fc684adaa1f9,Transformers: Age of Extinction,disliked_movie_1,0.21666666666666667
gemma2-9b-it,5ff797b72ac13349beac1906,Fifty Shades of Grey,disliked_movie_1,0.6499999999999999
gemma2-9b-it,5ff797b72ac13349beac1906,The Conjuring,disliked_movie_1,0.13333333333333333
gemma2-9b-it,5ff797b72ac13349beac1906,The Dark Knight,disliked_movie_1,0.3
gemma2-9b-it,5ff797b72ac13349beac1906,The Shawshank Redemption,disliked_movie_1,0.3
gemma2-9b-it,602c11c29029ff46f065703d,Baby Driver,disliked_movie_1,-0.016666666666666666
gemma2-9b-it,602c11c29029ff46f065703d,The Emoji Movie,disliked_movie_1,0.3333333333333333
gemma2-9b-it,602c11c29029ff46f065703d,The Raid: Redemption,disliked_movie_1,-0.03333333333333333
gemma2-9b-it,602c11c29029ff46f065703d,Transformers: The Last Knight,disliked_movie_1,0.18333333333333332
gemma2-9b-it,6037fae7e8d8bd145110a1b0,How to Train Your Dragon,disliked_movie_1,0.15
gemma2-9b-it,6037fae7e8d8bd145110a1b0,Spirited Away,disliked_movie_1,0.0
gemma2-9b-it,6037fae7e8d8bd145110a1b0,The Conjuring,disliked_movie_1,0.25
gemma2-9b-it,6037fae7e8d8bd145110a1b0,The Fast and the Furious,disliked_movie_1,0.13333333333333333
gemma2-9b-it,603a63b26ba69e63c3ea1685,Being John Malkovich,disliked_movie_1,0.0
gemma2-9b-it,603a63b26ba69e63c3ea1685,The Conjuring,disliked_movie_1,0.16666666666666666
gemma2-9b-it,603a63b26ba69e63c3ea1685,The Fast and the Furious,disliked_movie_1,0.11666666666666667
gemma2-9b-it,603a63b26ba69e63c3ea1685,The Princess Bride,disliked_movie_1,0.13333333333333333
gemma2-9b-it,60657335c3bd41f3fa18d2c4,Angels & Demons,disliked_movie_1,0.0
gemma2-9b-it,60657335c3bd41f3fa18d2c4,Deadpool,disliked_movie_1,-0.03333333333333333
gemma2-9b-it,60657335c3bd41f3fa18d2c4,The Hangover,disliked_movie_1,0.21666666666666667
gemma2-9b-it,60657335c3bd41f3fa18d2c4,The Sound of Music,disliked_movie_1,0.016666666666666666
gemma2-9b-it,608539cd54e4230bbaaf4959,Braveheart,disliked_movie_1,0.0
gemma2-9b-it,608539cd54e4230bbaaf4959,Star Wars: Episode VIII - The Last Jedi,disliked_movie_1,0.16666666666666666
gemma2-9b-it,608539cd54e4230bbaaf4959,The Fault in Our Stars,disliked_movie_1,0.15
gemma2-9b-it,608539cd54e4230bbaaf4959,The Lord of the Rings: The Fellowship of the Ring,disliked_movie_1,0.26666666666666666
gemma2-9b-it,60a99bad6164fb6e0e10aa16,Miss Congeniality,disliked_movie_1,0.06666666666666667
gemma2-9b-it,60a99bad6164fb6e0e10aa16,Scary Movie,disliked_movie_1,0.13333333333333333
gemma2-9b-it,60a99bad6164fb6e0e10aa16,The Help,disliked_movie_1,0.19999999999999998
gemma2-9b-it,60a99bad6164fb6e0e10aa16,The Wolf of Wall Street,disliked_movie_1,0.7166666666666666
gemma2-9b-it,60aa7a987296bc1d073bb815,Love Actually,disliked_movie_1,0.05
gemma2-9b-it,60aa7a987296bc1d073bb815,Moana,disliked_movie_1,0.0
gemma2-9b-it,60aa7a987296bc1d073bb815,Superbad,disliked_movie_1,-0.05
gemma2-9b-it,60aa7a987296bc1d073bb815,The Departed,disliked_movie_1,0.7166666666666666
gemma2-9b-it,60b65ac40acb3a485dfa7912,John Wick,disliked_movie_1,0.09999999999999998
gemma2-9b-it,60b65ac40acb3a485dfa7912,Magic Mike,disliked_movie_1,0.2833333333333333
gemma2-9b-it,60b65ac40acb3a485dfa7912,The Dark Knight,disliked_movie_1,0.23333333333333334
gemma2-9b-it,60b65ac40acb3a485dfa7912,The Notebook,disliked_movie_1,0.09999999999999999
gemma2-9b-it,60bc1812a1fac5ed1b9e3689,John Wick,disliked_movie_1,0.0
gemma2-9b-it,60bc1812a1fac5ed1b9e3689,The Expendables,disliked_movie_1,0.16666666666666666
gemma2-9b-it,60bc1812a1fac5ed1b9e3689,The Hunger Games,disliked_movie_1,0.08333333333333333
gemma2-9b-it,60bc1812a1fac5ed1b9e3689,Transformers: Age of Extinction,disliked_movie_1,0.016666666666666666
gemma2-9b-it,60c9c12dd3f1aba0a0ff9949,Birdemic: Shock and Terror,disliked_movie_1,0.3333333333333333
gemma2-9b-it,60c9c12dd3f1aba0a0ff9949,Snatch,disliked_movie_1,0.0
gemma2-9b-it,60c9c12dd3f1aba0a0ff9949,The Big Lebowski,disliked_movie_1,0.05
gemma2-9b-it,60c9c12dd3f1aba0a0ff9949,The Room,disliked_movie_1,0.16666666666666666
gemma2-9b-it,60ca0ede47ac1639f3dce54d,Percy Jackson & the Olympians: The Lightning Thief,disliked_movie_1,0.03333333333333333
gemma2-9b-it,60ca0ede47ac1639f3dce54d,Sharknado,disliked_movie_1,0.3
gemma2-9b-it,60ca0ede47ac1639f3dce54d,The Room,disliked_movie_1,0.21666666666666665
gemma2-9b-it,60ca0ede47ac1639f3dce54d,The Spiderwick Chronicles,disliked_movie_1,0.016666666666666666
gemma2-9b-it,60d22f0c3f3c7c4e308f80b3,Mary Poppins,disliked_movie_1,0.05
gemma2-9b-it,60d22f0c3f3c7c4e308f80b3,Sense and Sensibility,disliked_movie_1,0.05
gemma2-9b-it,60d22f0c3f3c7c4e308f80b3,The Conjuring,disliked_movie_1,0.9833333333333332
gemma2-9b-it,60d22f0c3f3c7c4e308f80b3,The Purge,disliked_movie_1,0.0
gemma2-9b-it,60dc9556508486e19fc42546,Guardians of the Galaxy,disliked_movie_1,0.05
gemma2-9b-it,60dc9556508486e19fc42546,John Wick,disliked_movie_1,0.2833333333333333
gemma2-9b-it,60dc9556508486e19fc42546,Ocean's Eleven,disliked_movie_1,0.0
gemma2-9b-it,60dc9556508486e19fc42546,The Dark Knight,disliked_movie_1,0.5666666666666667
gemma2-9b-it,60dcb953677e49a70004a4da,Safe Haven,disliked_movie_1,0.2833333333333333
gemma2-9b-it,60dcb953677e49a70004a4da,The Fault in Our Stars,disliked_movie_1,0.31666666666666665
gemma2-9b-it,60dcb953677e49a70004a4da,The Notebook,disliked_movie_1,0.8999999999999999
gemma2-9b-it,60dcb953677e49a70004a4da,The Vow,disliked_movie_1,0.2833333333333333
gemma2-9b-it,60e30e4e37884055cdbfbf39,A Moment to Remember,disliked_movie_1,0.0
gemma2-9b-it,60e30e4e37884055cdbfbf39,Call Me By Your Name,disliked_movie_1,0.016666666666666666
gemma2-9b-it,60e30e4e37884055cdbfbf39,The Conjuring,disliked_movie_1,0.7166666666666666
gemma2-9b-it,60e30e4e37884055cdbfbf39,The Notebook,disliked_movie_1,-0.1
gemma2-9b-it,60f09e8d836fb8fd1e90a271,Lady Bird,disliked_movie_1,-0.03333333333333333
gemma2-9b-it,60f09e8d836fb8fd1e90a271,The Big Sick,disliked_movie_1,0.03333333333333333
gemma2-9b-it,60f09e8d836fb8fd1e90a271,The Lego Movie,disliked_movie_1,0.6166666666666666
gemma2-9b-it,60f09e8d836fb8fd1e90a271,Transformers: The Last Knight,disliked_movie_1,-0.06666666666666668
gemma2-9b-it,60fb1b68ff87fb94e0e721f6,Fast Five,disliked_movie_1,0.0
gemma2-9b-it,60fb1b68ff87fb94e0e721f6,Inception,disliked_movie_1,0.03333333333333333
gemma2-9b-it,60fb1b68ff87fb94e0e721f6,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",disliked_movie_1,0.35
gemma2-9b-it,60fb1b68ff87fb94e0e721f6,The Lord of the Rings: The Fellowship of the Ring,disliked_movie_1,0.7333333333333333
gemma2-9b-it,60fcacf3513b15a2eefe3245,Call Me By Your Name,disliked_movie_1,0.0
gemma2-9b-it,60fcacf3513b15a2eefe3245,La La Land,disliked_movie_1,0.05
gemma2-9b-it,60fcacf3513b15a2eefe3245,The Conjuring,disliked_movie_1,0.0
gemma2-9b-it,60fcacf3513b15a2eefe3245,The Notebook,disliked_movie_1,0.5333333333333333
gemma2-9b-it,60fd6beec09d68cd019bcffb,Arrival,disliked_movie_1,0.0
gemma2-9b-it,60fd6beec09d68cd019bcffb,Fifty Shades of Grey,disliked_movie_1,0.19999999999999998
gemma2-9b-it,60fd6beec09d68cd019bcffb,The Theory of Everything,disliked_movie_1,0.0
gemma2-9b-it,60fd6beec09d68cd019bcffb,Transformers,disliked_movie_1,0.31666666666666665
gemma2-9b-it,61068e53a1ecfcf4d50b9219,Arrival,disliked_movie_1,-0.016666666666666666
gemma2-9b-it,61068e53a1ecfcf4d50b9219,The Hangover,disliked_movie_1,0.21666666666666665
gemma2-9b-it,61068e53a1ecfcf4d50b9219,The Matrix,disliked_movie_1,0.19999999999999998
gemma2-9b-it,61068e53a1ecfcf4d50b9219,Transformers,disliked_movie_1,0.03333333333333333
gemma2-9b-it,61070764aa95fd53ab16bc34,Pitch Perfect,disliked_movie_1,0.18333333333333332
gemma2-9b-it,61070764aa95fd53ab16bc34,Tetsuo: The Iron Man,disliked_movie_1,0.19999999999999998
gemma2-9b-it,61070764aa95fd53ab16bc34,The Hangover,disliked_movie_1,0.4666666666666667
gemma2-9b-it,61070764aa95fd53ab16bc34,The Lobster,disliked_movie_1,0.19999999999999998
gemma2-9b-it,61076ea4d11798351e01d677,Sing Street,disliked_movie_1,0.016666666666666666
gemma2-9b-it,61076ea4d11798351e01d677,The Lego Movie,disliked_movie_1,0.8666666666666666
gemma2-9b-it,61076ea4d11798351e01d677,The Theory of Everything,disliked_movie_1,0.1
gemma2-9b-it,61076ea4d11798351e01d677,Twilight,disliked_movie_1,-0.05
gemma2-9b-it,610998862cd55208600bbf79,National Treasure,disliked_movie_1,0.0
gemma2-9b-it,610998862cd55208600bbf79,The Mummy,disliked_movie_1,-0.05
gemma2-9b-it,610998862cd55208600bbf79,The Rock,disliked_movie_1,0.3333333333333333
gemma2-9b-it,610998862cd55208600bbf79,Transformers: Age of Extinction,disliked_movie_1,0.9333333333333332
gemma2-9b-it,610e7684d40489d9b91b5881,The Lord of the Rings: The Fellowship of the Ring,disliked_movie_1,-0.03333333333333333
gemma2-9b-it,610e7684d40489d9b91b5881,The Matrix,disliked_movie_1,0.2333333333333333
gemma2-9b-it,610e7684d40489d9b91b5881,Transformers,disliked_movie_1,0.0
gemma2-9b-it,610e7684d40489d9b91b5881,Wonder Woman,disliked_movie_1,0.016666666666666666
gemma2-9b-it,6112c691afb389bfa5af502c,The Hangover,disliked_movie_1,-0.05
gemma2-9b-it,6112c691afb389bfa5af502c,The Pursuit of Happyness,disliked_movie_1,0.06666666666666667
gemma2-9b-it,6112c691afb389bfa5af502c,The Sixth Sense,disliked_movie_1,0.11666666666666667
gemma2-9b-it,6112c691afb389bfa5af502c,Transformers: The Last Knight,disliked_movie_1,0.5666666666666667
gemma2-9b-it,61140c5d473d2bf05a58d3ed,21 Jump Street,disliked_movie_1,0.0
gemma2-9b-it,61140c5d473d2bf05a58d3ed,Guardians of the Galaxy,disliked_movie_1,-0.03333333333333333
gemma2-9b-it,61140c5d473d2bf05a58d3ed,The Hunger Games,disliked_movie_1,0.19999999999999998
gemma2-9b-it,61140c5d473d2bf05a58d3ed,Transformers: The Last Knight,disliked_movie_1,0.7999999999999999
gemma2-9b-it,611d165f95da360d1b0793f6,A Walk to Remember,disliked_movie_1,-0.016666666666666666
gemma2-9b-it,611d165f95da360d1b0793f6,John Wick,disliked_movie_1,0.21666666666666667
gemma2-9b-it,611d165f95da360d1b0793f6,The Dark Knight,disliked_movie_1,0.23333333333333334
gemma2-9b-it,611d165f95da360d1b0793f6,The Green Mile,disliked_movie_1,-0.1
gemma2-9b-it,6120b4fca2fedeb88787374c,Safe House,disliked_movie_1,0.13333333333333333
gemma2-9b-it,6120b4fca2fedeb88787374c,The Fault in Our Stars,disliked_movie_1,0.19999999999999998
gemma2-9b-it,6120b4fca2fedeb88787374c,The Hangover Part III,disliked_movie_1,0.18333333333333332
gemma2-9b-it,6120b4fca2fedeb88787374c,Transformers: Age of Extinction,disliked_movie_1,0.35
gemma2-9b-it,61254c5a6facc8ed023a64de,Blade Runner,disliked_movie_1,0.15
gemma2-9b-it,61254c5a6facc8ed023a64de,Fight Club,disliked_movie_1,0.5833333333333333
gemma2-9b-it,61254c5a6facc8ed023a64de,Goodfellas,disliked_movie_1,0.0
gemma2-9b-it,61254c5a6facc8ed023a64de,The Departed,disliked_movie_1,0.21666666666666667
gemma2-9b-it,613114f5f444d896a04594a1,The Hangover,disliked_movie_1,0.03333333333333333
gemma2-9b-it,613114f5f444d896a04594a1,The Notebook,disliked_movie_1,0.13333333333333333
gemma2-9b-it,613114f5f444d896a04594a1,The Silence of the Lambs,disliked_movie_1,0.0
gemma2-9b-it,613114f5f444d896a04594a1,The Sixth Sense,disliked_movie_1,0.05
gemma2-9b-it,613233f2952e67a47f51db87,12 Years a Slave,disliked_movie_1,0.11666666666666667
gemma2-9b-it,613233f2952e67a47f51db87,Gladiator,disliked_movie_1,0.0
gemma2-9b-it,613233f2952e67a47f51db87,Schindler's List,disliked_movie_1,0.0
gemma2-9b-it,613233f2952e67a47f51db87,The Revenant,disliked_movie_1,-0.08333333333333334
gemma2-9b-it,61325851c8a9eb311bc63c3d,K-On!,disliked_movie_1,0.18333333333333332
gemma2-9b-it,61325851c8a9eb311bc63c3d,The Lord of the Rings: The Return of the King,disliked_movie_1,-0.15
gemma2-9b-it,61325851c8a9eb311bc63c3d,The Mitchells vs. the Machines,disliked_movie_1,0.0
gemma2-9b-it,61325851c8a9eb311bc63c3d,Titanic,disliked_movie_1,0.39999999999999997
gemma2-9b-it,6139d11e12004b36e50206d1,Captain America: Civil War,disliked_movie_1,0.03333333333333333
gemma2-9b-it,6139d11e12004b36e50206d1,The Greatest Showman,disliked_movie_1,0.016666666666666666
gemma2-9b-it,6139d11e12004b36e50206d1,The Hobbit: An Unexpected Journey,disliked_movie_1,0.13333333333333333
gemma2-9b-it,6139d11e12004b36e50206d1,The Lion King (2019),disliked_movie_1,0.08333333333333334
