ranking,model,uid,positive,recommendation
"[{'name': 'liked_movie_2', 'value': 'Addams Family Values'}, {'name': 'liked_movie_3', 'value': 'Coco'}, {'name': 'liked_movie_1', 'value': '10,000 BC'}, {'name': 'disliked_movie_1', 'value': 'Zoom'}, {'name': 'disliked_movie_2', 'value': 'Norbit'}, {'name': 'disliked_movie_3', 'value': 'Scary Movie 3'}]",gemma2-9b-it,5c522508fcbef20001939a03,TRUE,Beetlejuice
"[{'name': 'disliked_movie_3', 'value': 'Scary Movie 3'}, {'name': 'disliked_movie_1', 'value': 'Zoom'}, {'name': 'liked_movie_2', 'value': 'Addams Family Values'}, {'name': 'liked_movie_1', 'value': '10,000 BC'}, {'name': 'liked_movie_3', 'value': 'Coco'}, {'name': 'disliked_movie_2', 'value': 'Norbit'}]",gemma2-9b-it,5c522508fcbef20001939a03,FALSE,Meet the Spartans
"[{'name': 'liked_movie_1', 'value': '10,000 BC'}, {'name': 'liked_movie_2', 'value': 'Addams Family Values'}, {'name': 'liked_movie_3', 'value': 'Coco'}, {'name': 'disliked_movie_1', 'value': 'Zoom'}, {'name': 'disliked_movie_2', 'value': 'Norbit'}, {'name': 'disliked_movie_3', 'value': 'Scary Movie 3'}]",gemma2-9b-it,5c522508fcbef20001939a03,TRUE,The Croods
"[{'name': 'liked_movie_2', 'value': 'Addams Family Values'}, {'name': 'liked_movie_3', 'value': 'Coco'}, {'name': 'disliked_movie_3', 'value': 'Scary Movie 3'}, {'name': 'disliked_movie_2', 'value': 'Norbit'}, {'name': 'disliked_movie_1', 'value': 'Zoom'}, {'name': 'liked_movie_1', 'value': '10,000 BC'}]",gemma2-9b-it,5c522508fcbef20001939a03,FALSE,The Hangover
"[{'name': 'disliked_movie_1', 'value': 'Prometheus'}, {'name': 'disliked_movie_2', 'value': 'Alien: Covenant'}, {'name': 'liked_movie_2', 'value': 'Alien'}, {'name': 'disliked_movie_3', 'value': 'Avatar'}, {'name': 'liked_movie_1', 'value': 'The Lord of the Rings: The Return of the King'}, {'name': 'liked_movie_3', 'value': 'Goodfellas'}]",gemma2-9b-it,5c8fe91371f3100016181dfd,FALSE,Alien: Resurrection
"[{'name': 'liked_movie_2', 'value': 'Alien'}, {'name': 'liked_movie_1', 'value': 'The Lord of the Rings: The Return of the King'}, {'name': 'disliked_movie_1', 'value': 'Prometheus'}, {'name': 'disliked_movie_2', 'value': 'Alien: Covenant'}, {'name': 'liked_movie_3', 'value': 'Goodfellas'}, {'name': 'disliked_movie_3', 'value': 'Avatar'}]",gemma2-9b-it,5c8fe91371f3100016181dfd,TRUE,Blade Runner 2049
"[{'name': 'liked_movie_1', 'value': 'The Lord of the Rings: The Return of the King'}, {'name': 'liked_movie_2', 'value': 'Alien'}, {'name': 'liked_movie_3', 'value': 'Goodfellas'}, {'name': 'disliked_movie_1', 'value': 'Prometheus'}, {'name': 'disliked_movie_2', 'value': 'Alien: Covenant'}, {'name': 'disliked_movie_3', 'value': 'Avatar'}]",gemma2-9b-it,5c8fe91371f3100016181dfd,TRUE,The Lord of the Rings: The Fellowship of the Ring
"[{'name': 'liked_movie_3', 'value': 'Goodfellas'}, {'name': 'liked_movie_1', 'value': 'The Lord of the Rings: The Return of the King'}, {'name': 'liked_movie_2', 'value': 'Alien'}, {'name': 'disliked_movie_3', 'value': 'Avatar'}, {'name': 'disliked_movie_1', 'value': 'Prometheus'}, {'name': 'disliked_movie_2', 'value': 'Alien: Covenant'}]",gemma2-9b-it,5c8fe91371f3100016181dfd,FALSE,Transformers
"[{'name': 'liked_movie_2', 'value': 'Blade Runner 2049'}, {'name': 'liked_movie_3', 'value': 'Her'}, {'name': 'liked_movie_1', 'value': 'Eyes Wide Shut'}, {'name': 'disliked_movie_1', 'value': 'Godzilla: King of the Monsters - Godzilla 2.0'}, {'name': 'disliked_movie_2', 'value': 'Coming out'}, {'name': 'disliked_movie_3', 'value': 'BÚÉK'}]",gemma2-9b-it,5c9ea0af12505500168d1bb4,TRUE,2001: A Space Odyssey
"[{'name': 'liked_movie_2', 'value': 'Blade Runner 2049'}, {'name': 'liked_movie_3', 'value': 'Her'}, {'name': 'liked_movie_1', 'value': 'Eyes Wide Shut'}, {'name': 'disliked_movie_1', 'value': 'Godzilla: King of the Monsters - Godzilla 2.0'}, {'name': 'disliked_movie_2', 'value': 'Coming out'}, {'name': 'disliked_movie_3', 'value': 'BÚÉK'}]",gemma2-9b-it,5c9ea0af12505500168d1bb4,TRUE,Arrival
"[{'name': 'liked_movie_1', 'value': 'Eyes Wide Shut'}, {'name': 'liked_movie_2', 'value': 'Blade Runner 2049'}, {'name': 'liked_movie_3', 'value': 'Her'}, {'name': 'disliked_movie_1', 'value': 'Godzilla: King of the Monsters - Godzilla 2.0'}, {'name': 'disliked_movie_2', 'value': 'Coming out'}, {'name': 'disliked_movie_3', 'value': 'BÚÉK'}]",gemma2-9b-it,5c9ea0af12505500168d1bb4,FALSE,The Room
"[{'name': 'liked_movie_2', 'value': 'Blade Runner 2049'}, {'name': 'liked_movie_3', 'value': 'Her'}, {'name': 'liked_movie_1', 'value': 'Eyes Wide Shut'}, {'name': 'disliked_movie_1', 'value': 'Godzilla: King of the Monsters - Godzilla 2.0'}, {'name': 'disliked_movie_2', 'value': 'Coming out'}, {'name': 'disliked_movie_3', 'value': 'BÚÉK'}]",gemma2-9b-it,5c9ea0af12505500168d1bb4,FALSE,Transformers: The Last Knight
"[{'name': 'liked_movie_1', 'value': 'The Princess Bride'}, {'name': 'liked_movie_2', 'value': 'The Grand Budapest Hotel'}, {'name': 'liked_movie_3', 'value': 'Little Women'}, {'name': 'disliked_movie_3', 'value': 'The Avengers'}, {'name': 'disliked_movie_1', 'value': 'The Future'}, {'name': 'disliked_movie_2', 'value': 'The Martian'}]",gemma2-9b-it,5cbfa7b957cb1b0001698a35,FALSE,Mad Max: Fury Road
"[{'name': 'liked_movie_1', 'value': 'The Princess Bride'}, {'name': 'liked_movie_2', 'value': 'The Grand Budapest Hotel'}, {'name': 'liked_movie_3', 'value': 'Little Women'}, {'name': 'disliked_movie_1', 'value': 'The Future'}, {'name': 'disliked_movie_2', 'value': 'The Martian'}, {'name': 'disliked_movie_3', 'value': 'The Avengers'}]",gemma2-9b-it,5cbfa7b957cb1b0001698a35,TRUE,Moonrise Kingdom
"[{'name': 'liked_movie_1', 'value': 'The Princess Bride'}, {'name': 'liked_movie_2', 'value': 'The Grand Budapest Hotel'}, {'name': 'liked_movie_3', 'value': 'Little Women'}, {'name': 'disliked_movie_1', 'value': 'The Future'}, {'name': 'disliked_movie_2', 'value': 'The Martian'}, {'name': 'disliked_movie_3', 'value': 'The Avengers'}]",gemma2-9b-it,5cbfa7b957cb1b0001698a35,TRUE,Singin' in the Rain
"[{'name': 'liked_movie_1', 'value': 'The Princess Bride'}, {'name': 'liked_movie_2', 'value': 'The Grand Budapest Hotel'}, {'name': 'liked_movie_3', 'value': 'Little Women'}, {'name': 'disliked_movie_3', 'value': 'The Avengers'}, {'name': 'disliked_movie_2', 'value': 'The Martian'}, {'name': 'disliked_movie_1', 'value': 'The Future'}]",gemma2-9b-it,5cbfa7b957cb1b0001698a35,FALSE,The Fast and the Furious
"[{'name': 'disliked_movie_3', 'value': 'Iron Man'}, {'name': 'disliked_movie_1', 'value': 'Star Wars: Episode VIII - The Last Jedi'}, {'name': 'liked_movie_1', 'value': 'Moulin Rouge!'}, {'name': 'liked_movie_2', 'value': 'My Own Private Idaho'}, {'name': 'liked_movie_3', 'value': 'The Grand Budapest Hotel'}, {'name': 'disliked_movie_2', 'value': 'Million Dollar Baby'}]",gemma2-9b-it,5cd5419ba9a8c40019639382,FALSE,Avengers: Endgame
"[{'name': 'liked_movie_1', 'value': 'Moulin Rouge!'}, {'name': 'liked_movie_3', 'value': 'The Grand Budapest Hotel'}, {'name': 'liked_movie_2', 'value': 'My Own Private Idaho'}, {'name': 'disliked_movie_1', 'value': 'Star Wars: Episode VIII - The Last Jedi'}, {'name': 'disliked_movie_3', 'value': 'Iron Man'}, {'name': 'disliked_movie_2', 'value': 'Million Dollar Baby'}]",gemma2-9b-it,5cd5419ba9a8c40019639382,TRUE,La La Land
"[{'name': 'liked_movie_1', 'value': 'Moulin Rouge!'}, {'name': 'liked_movie_3', 'value': 'The Grand Budapest Hotel'}, {'name': 'liked_movie_2', 'value': 'My Own Private Idaho'}, {'name': 'disliked_movie_3', 'value': 'Iron Man'}, {'name': 'disliked_movie_1', 'value': 'Star Wars: Episode VIII - The Last Jedi'}, {'name': 'disliked_movie_2', 'value': 'Million Dollar Baby'}]",gemma2-9b-it,5cd5419ba9a8c40019639382,FALSE,The Dark Knight Rises
"[{'name': 'liked_movie_3', 'value': 'The Grand Budapest Hotel'}, {'name': 'liked_movie_1', 'value': 'Moulin Rouge!'}, {'name': 'liked_movie_2', 'value': 'My Own Private Idaho'}, {'name': 'disliked_movie_1', 'value': 'Star Wars: Episode VIII - The Last Jedi'}, {'name': 'disliked_movie_2', 'value': 'Million Dollar Baby'}, {'name': 'disliked_movie_3', 'value': 'Iron Man'}]",gemma2-9b-it,5cd5419ba9a8c40019639382,TRUE,The Royal Tenenbaums
"[{'name': 'liked_movie_1', 'value': 'Forrest Gump'}, {'name': 'liked_movie_3', 'value': 'Finding Nemo'}, {'name': 'liked_movie_2', 'value': 'The Silence of the Lambs'}, {'name': 'disliked_movie_2', 'value': 'BlacKkKlansman'}, {'name': 'disliked_movie_1', 'value': 'Skyline'}, {'name': 'disliked_movie_3', 'value': 'Final Fantasy VII: Advent Children'}]",gemma2-9b-it,5d66f23706e589000157e7ec,TRUE,Cast Away
"[{'name': 'liked_movie_1', 'value': 'Forrest Gump'}, {'name': 'liked_movie_2', 'value': 'The Silence of the Lambs'}, {'name': 'liked_movie_3', 'value': 'Finding Nemo'}, {'name': 'disliked_movie_2', 'value': 'BlacKkKlansman'}, {'name': 'disliked_movie_1', 'value': 'Skyline'}, {'name': 'disliked_movie_3', 'value': 'Final Fantasy VII: Advent Children'}]",gemma2-9b-it,5d66f23706e589000157e7ec,FALSE,The Lobster
"[{'name': 'liked_movie_1', 'value': 'Forrest Gump'}, {'name': 'liked_movie_2', 'value': 'The Silence of the Lambs'}, {'name': 'liked_movie_3', 'value': 'Finding Nemo'}, {'name': 'disliked_movie_1', 'value': 'Skyline'}, {'name': 'disliked_movie_2', 'value': 'BlacKkKlansman'}, {'name': 'disliked_movie_3', 'value': 'Final Fantasy VII: Advent Children'}]",gemma2-9b-it,5d66f23706e589000157e7ec,TRUE,The Shawshank Redemption
"[{'name': 'liked_movie_1', 'value': 'Forrest Gump'}, {'name': 'liked_movie_3', 'value': 'Finding Nemo'}, {'name': 'liked_movie_2', 'value': 'The Silence of the Lambs'}, {'name': 'disliked_movie_1', 'value': 'Skyline'}, {'name': 'disliked_movie_3', 'value': 'Final Fantasy VII: Advent Children'}, {'name': 'disliked_movie_2', 'value': 'BlacKkKlansman'}]",gemma2-9b-it,5d66f23706e589000157e7ec,FALSE,Transformers
"[{'name': 'liked_movie_1', 'value': 'Fight Club'}, {'name': 'liked_movie_2', 'value': 'Drive'}, {'name': 'liked_movie_3', 'value': 'The Wolf of Wall Street'}, {'name': 'disliked_movie_1', 'value': 'Titanic'}, {'name': 'disliked_movie_2', 'value': 'Titanic II'}, {'name': 'disliked_movie_3', 'value': 'The Fast and the Furious'}]",gemma2-9b-it,5d824f2260823800018471c7,TRUE,Inception
"[{'name': 'liked_movie_1', 'value': 'Fight Club'}, {'name': 'liked_movie_3', 'value': 'The Wolf of Wall Street'}, {'name': 'liked_movie_2', 'value': 'Drive'}, {'name': 'disliked_movie_1', 'value': 'Titanic'}, {'name': 'disliked_movie_2', 'value': 'Titanic II'}, {'name': 'disliked_movie_3', 'value': 'The Fast and the Furious'}]",gemma2-9b-it,5d824f2260823800018471c7,TRUE,Nightcrawler
"[{'name': 'liked_movie_1', 'value': 'Fight Club'}, {'name': 'liked_movie_2', 'value': 'Drive'}, {'name': 'liked_movie_3', 'value': 'The Wolf of Wall Street'}, {'name': 'disliked_movie_1', 'value': 'Titanic'}, {'name': 'disliked_movie_2', 'value': 'Titanic II'}, {'name': 'disliked_movie_3', 'value': 'The Fast and the Furious'}]",gemma2-9b-it,5d824f2260823800018471c7,FALSE,The Notebook
"[{'name': 'liked_movie_1', 'value': 'Fight Club'}, {'name': 'liked_movie_2', 'value': 'Drive'}, {'name': 'liked_movie_3', 'value': 'The Wolf of Wall Street'}, {'name': 'disliked_movie_3', 'value': 'The Fast and the Furious'}, {'name': 'disliked_movie_1', 'value': 'Titanic'}, {'name': 'disliked_movie_2', 'value': 'Titanic II'}]",gemma2-9b-it,5d824f2260823800018471c7,FALSE,Transformers
"[{'name': 'liked_movie_2', 'value': 'Spider-Man: Into the Spider-Verse'}, {'name': 'liked_movie_1', 'value': 'The Dark Knight'}, {'name': 'liked_movie_3', 'value': 'About Time'}, {'name': 'disliked_movie_1', 'value': ""Ocean's Eight""}, {'name': 'disliked_movie_2', 'value': 'Men in Black: International'}, {'name': 'disliked_movie_3', 'value': 'The Kissing Booth 2'}]",gemma2-9b-it,5e1395dd7832259dc9ee9ea3,TRUE,Inception
"[{'name': 'liked_movie_1', 'value': 'The Dark Knight'}, {'name': 'liked_movie_2', 'value': 'Spider-Man: Into the Spider-Verse'}, {'name': 'liked_movie_3', 'value': 'About Time'}, {'name': 'disliked_movie_1', 'value': ""Ocean's Eight""}, {'name': 'disliked_movie_2', 'value': 'Men in Black: International'}, {'name': 'disliked_movie_3', 'value': 'The Kissing Booth 2'}]",gemma2-9b-it,5e1395dd7832259dc9ee9ea3,FALSE,The Fault in Our Stars
"[{'name': 'liked_movie_2', 'value': 'Spider-Man: Into the Spider-Verse'}, {'name': 'liked_movie_3', 'value': 'About Time'}, {'name': 'liked_movie_1', 'value': 'The Dark Knight'}, {'name': 'disliked_movie_1', 'value': ""Ocean's Eight""}, {'name': 'disliked_movie_2', 'value': 'Men in Black: International'}, {'name': 'disliked_movie_3', 'value': 'The Kissing Booth 2'}]",gemma2-9b-it,5e1395dd7832259dc9ee9ea3,TRUE,The Lego Movie
"[{'name': 'liked_movie_1', 'value': 'The Dark Knight'}, {'name': 'liked_movie_2', 'value': 'Spider-Man: Into the Spider-Verse'}, {'name': 'liked_movie_3', 'value': 'About Time'}, {'name': 'disliked_movie_1', 'value': ""Ocean's Eight""}, {'name': 'disliked_movie_2', 'value': 'Men in Black: International'}, {'name': 'disliked_movie_3', 'value': 'The Kissing Booth 2'}]",gemma2-9b-it,5e1395dd7832259dc9ee9ea3,FALSE,Transformers: The Last Knight
"[{'name': 'liked_movie_3', 'value': 'The Prestige'}, {'name': 'liked_movie_1', 'value': '13 Hours'}, {'name': 'liked_movie_2', 'value': 'The Hurt Locker'}, {'name': 'disliked_movie_2', 'value': 'Fast & Furious 6'}, {'name': 'disliked_movie_3', 'value': 'The Naked Gun: From the Files of Police Squad!'}, {'name': 'disliked_movie_1', 'value': 'Home Alone'}]",gemma2-9b-it,5e19e188913e52263e3b2d9d,TRUE,The Dark Knight
"[{'name': 'liked_movie_1', 'value': '13 Hours'}, {'name': 'liked_movie_2', 'value': 'The Hurt Locker'}, {'name': 'liked_movie_3', 'value': 'The Prestige'}, {'name': 'disliked_movie_1', 'value': 'Home Alone'}, {'name': 'disliked_movie_3', 'value': 'The Naked Gun: From the Files of Police Squad!'}, {'name': 'disliked_movie_2', 'value': 'Fast & Furious 6'}]",gemma2-9b-it,5e19e188913e52263e3b2d9d,FALSE,The Hangover
"[{'name': 'liked_movie_1', 'value': '13 Hours'}, {'name': 'liked_movie_2', 'value': 'The Hurt Locker'}, {'name': 'liked_movie_3', 'value': 'The Prestige'}, {'name': 'disliked_movie_2', 'value': 'Fast & Furious 6'}, {'name': 'disliked_movie_1', 'value': 'Home Alone'}, {'name': 'disliked_movie_3', 'value': 'The Naked Gun: From the Files of Police Squad!'}]",gemma2-9b-it,5e19e188913e52263e3b2d9d,FALSE,Transformers: Age of Extinction
"[{'name': 'liked_movie_2', 'value': 'The Hurt Locker'}, {'name': 'liked_movie_1', 'value': '13 Hours'}, {'name': 'liked_movie_3', 'value': 'The Prestige'}, {'name': 'disliked_movie_2', 'value': 'Fast & Furious 6'}, {'name': 'disliked_movie_3', 'value': 'The Naked Gun: From the Files of Police Squad!'}, {'name': 'disliked_movie_1', 'value': 'Home Alone'}]",gemma2-9b-it,5e19e188913e52263e3b2d9d,TRUE,Zero Dark Thirty
"[{'name': 'liked_movie_1', 'value': 'Pulp Fiction'}, {'name': 'liked_movie_2', 'value': 'The Good, the Bad and the Ugly'}, {'name': 'liked_movie_3', 'value': 'The Fisher King'}, {'name': 'disliked_movie_1', 'value': 'The Fast and the Furious'}, {'name': 'disliked_movie_2', 'value': 'Funny Games'}, {'name': 'disliked_movie_3', 'value': 'Freddy vs. Jason'}]",gemma2-9b-it,5e24e2abaedc2c76590bbace,TRUE,Once Upon a Time in America
"[{'name': 'liked_movie_1', 'value': 'Pulp Fiction'}, {'name': 'liked_movie_2', 'value': 'The Good, the Bad and the Ugly'}, {'name': 'liked_movie_3', 'value': 'The Fisher King'}, {'name': 'disliked_movie_1', 'value': 'The Fast and the Furious'}, {'name': 'disliked_movie_2', 'value': 'Funny Games'}, {'name': 'disliked_movie_3', 'value': 'Freddy vs. Jason'}]",gemma2-9b-it,5e24e2abaedc2c76590bbace,TRUE,Reservoir Dogs
"[{'name': 'liked_movie_1', 'value': 'Pulp Fiction'}, {'name': 'liked_movie_2', 'value': 'The Good, the Bad and the Ugly'}, {'name': 'liked_movie_3', 'value': 'The Fisher King'}, {'name': 'disliked_movie_2', 'value': 'Funny Games'}, {'name': 'disliked_movie_3', 'value': 'Freddy vs. Jason'}, {'name': 'disliked_movie_1', 'value': 'The Fast and the Furious'}]",gemma2-9b-it,5e24e2abaedc2c76590bbace,FALSE,The Blair Witch Project
"[{'name': 'liked_movie_1', 'value': 'Pulp Fiction'}, {'name': 'liked_movie_2', 'value': 'The Good, the Bad and the Ugly'}, {'name': 'liked_movie_3', 'value': 'The Fisher King'}, {'name': 'disliked_movie_1', 'value': 'The Fast and the Furious'}, {'name': 'disliked_movie_2', 'value': 'Funny Games'}, {'name': 'disliked_movie_3', 'value': 'Freddy vs. Jason'}]",gemma2-9b-it,5e24e2abaedc2c76590bbace,FALSE,Transformers
"[{'name': 'liked_movie_3', 'value': 'Shutter Island'}, {'name': 'liked_movie_1', 'value': 'Whiplash'}, {'name': 'liked_movie_2', 'value': 'The Lord of the Rings: The Fellowship of the Ring'}, {'name': 'disliked_movie_1', 'value': 'Avatar'}, {'name': 'disliked_movie_2', 'value': 'Life of Pi'}, {'name': 'disliked_movie_3', 'value': 'Grown Ups 2'}]",gemma2-9b-it,5e39779a3b965917f3f377d0,TRUE,Black Swan
"[{'name': 'liked_movie_3', 'value': 'Shutter Island'}, {'name': 'liked_movie_1', 'value': 'Whiplash'}, {'name': 'liked_movie_2', 'value': 'The Lord of the Rings: The Fellowship of the Ring'}, {'name': 'disliked_movie_1', 'value': 'Avatar'}, {'name': 'disliked_movie_2', 'value': 'Life of Pi'}, {'name': 'disliked_movie_3', 'value': 'Grown Ups 2'}]",gemma2-9b-it,5e39779a3b965917f3f377d0,TRUE,Inception
"[{'name': 'liked_movie_1', 'value': 'Whiplash'}, {'name': 'liked_movie_2', 'value': 'The Lord of the Rings: The Fellowship of the Ring'}, {'name': 'liked_movie_3', 'value': 'Shutter Island'}, {'name': 'disliked_movie_3', 'value': 'Grown Ups 2'}, {'name': 'disliked_movie_1', 'value': 'Avatar'}, {'name': 'disliked_movie_2', 'value': 'Life of Pi'}]",gemma2-9b-it,5e39779a3b965917f3f377d0,FALSE,The Emoji Movie
